지역명,규모구분,연도,월,분양가격(㎡),date
강원,전용면적 60㎡초과 85㎡이하,2017,10,2266,201710
강원,전용면적 85㎡초과 102㎡이하,2017,10,2012,201710
강원,전용면적 102㎡초과,2017,10,2392,201710
충북,전체,2017,10,2060,201710
충북,전용면적 60㎡이하,2017,10,2162,201710
충북,전용면적 60㎡초과 85㎡이하,2017,10,2058,201710
충북,전용면적 85㎡초과 102㎡이하,2017,10,2563,201710
충북,전용면적 102㎡초과,2017,10,2500,201710
충남,전체,2017,10,2283,201710
충남,전용면적 60㎡이하,2017,10,2402,201710
충남,전용면적 60㎡초과 85㎡이하,2017,10,2298,201710
충남,전용면적 85㎡초과 102㎡이하,2017,10,2963,201710
충남,전용면적 102㎡초과,2017,10,2623,201710
전북,전체,2017,10,2182,201710
전북,전용면적 60㎡이하,2017,10,2259,201710
전북,전용면적 60㎡초과 85㎡이하,2017,10,2173,201710
전북,전용면적 85㎡초과 102㎡이하,2017,10,,201710
전북,전용면적 102㎡초과,2017,10,2138,201710
전남,전체,2017,10,2305,201710
전남,전용면적 60㎡이하,2017,10,2405,201710
전남,전용면적 60㎡초과 85㎡이하,2017,10,2264,201710
전남,전용면적 85㎡초과 102㎡이하,2017,10,2291,201710
전남,전용면적 102㎡초과,2017,10,2395,201710
경북,전체,2017,10,2367,201710
경북,전용면적 60㎡이하,2017,10,2363,201710
경북,전용면적 60㎡초과 85㎡이하,2017,10,2356,201710
경북,전용면적 85㎡초과 102㎡이하,2017,10,2867,201710
경북,전용면적 102㎡초과,2017,10,2969,201710
경남,전체,2017,10,2436,201710
경남,전용면적 60㎡이하,2017,10,2582,201710
경남,전용면적 60㎡초과 85㎡이하,2017,10,2414,201710
경남,전용면적 85㎡초과 102㎡이하,2017,10,2971,201710
경남,전용면적 102㎡초과,2017,10,2984,201710
제주,전체,2017,10,3222,201710
제주,전용면적 60㎡이하,2017,10,5380,201710
제주,전용면적 60㎡초과 85㎡이하,2017,10,3150,201710
제주,전용면적 85㎡초과 102㎡이하,2017,10,,201710
제주,전용면적 102㎡초과,2017,10,,201710
서울,전체,2017,11,"6,657",201711
서울,전용면적 60㎡이하,2017,11,"6,931",201711
서울,전용면적 60㎡초과 85㎡이하,2017,11,"5,899",201711
서울,전용면적 85㎡초과 102㎡이하,2017,11,"7,311",201711
서울,전용면적 102㎡초과,2017,11,"6,880",201711
인천,전체,2017,11,"3,300",201711
인천,전용면적 60㎡이하,2017,11,"3,330",201711
인천,전용면적 60㎡초과 85㎡이하,2017,11,"3,306",201711
인천,전용면적 85㎡초과 102㎡이하,2017,11,"3,445",201711
인천,전용면적 102㎡초과,2017,11,"4,835",201711
경기,전체,2017,11,"3,557",201711
경기,전용면적 60㎡이하,2017,11,"3,726",201711
경기,전용면적 60㎡초과 85㎡이하,2017,11,"3,527",201711
경기,전용면적 85㎡초과 102㎡이하,2017,11,"3,647",201711
경기,전용면적 102㎡초과,2017,11,"4,027",201711
부산,전체,2017,11,"3,820",201711
부산,전용면적 60㎡이하,2017,11,"3,720",201711
부산,전용면적 60㎡초과 85㎡이하,2017,11,"3,778",201711
부산,전용면적 85㎡초과 102㎡이하,2017,11,"3,714",201711
부산,전용면적 102㎡초과,2017,11,"3,883",201711
대구,전체,2017,11,"3,658",201711
대구,전용면적 60㎡이하,2017,11,"3,466",201711
대구,전용면적 60㎡초과 85㎡이하,2017,11,"3,654",201711
대구,전용면적 85㎡초과 102㎡이하,2017,11,,201711
대구,전용면적 102㎡초과,2017,11,"3,777",201711
광주,전체,2017,11,"2,895",201711
광주,전용면적 60㎡이하,2017,11,"2,776",201711
광주,전용면적 60㎡초과 85㎡이하,2017,11,"2,888",201711
광주,전용면적 85㎡초과 102㎡이하,2017,11,,201711
광주,전용면적 102㎡초과,2017,11,"2,865",201711
대전,전체,2017,11,"2,782",201711
대전,전용면적 60㎡이하,2017,11,"2,693",201711
대전,전용면적 60㎡초과 85㎡이하,2017,11,"2,763",201711
대전,전용면적 85㎡초과 102㎡이하,2017,11,"3,067",201711
대전,전용면적 102㎡초과,2017,11,,201711
울산,전체,2017,11,"3,374",201711
울산,전용면적 60㎡이하,2017,11,"2,904",201711
울산,전용면적 60㎡초과 85㎡이하,2017,11,"3,378",201711
울산,전용면적 85㎡초과 102㎡이하,2017,11,,201711
울산,전용면적 102㎡초과,2017,11,"2,761",201711
세종,전체,2017,11,"2,760",201711
세종,전용면적 60㎡이하,2017,11,"2,760",201711
세종,전용면적 60㎡초과 85㎡이하,2017,11,"2,723",201711
세종,전용면적 85㎡초과 102㎡이하,2017,11,"2,790",201711
세종,전용면적 102㎡초과,2017,11,"2,812",201711
강원,전체,2017,11,"2,319",201711
강원,전용면적 60㎡이하,2017,11,"2,242",201711
강원,전용면적 60㎡초과 85㎡이하,2017,11,"2,309",201711
강원,전용면적 85㎡초과 102㎡이하,2017,11,"2,223",201711
강원,전용면적 102㎡초과,2017,11,"2,751",201711
충북,전체,2017,11,"2,077",201711
충북,전용면적 60㎡이하,2017,11,"2,203",201711
충북,전용면적 60㎡초과 85㎡이하,2017,11,"2,076",201711
충북,전용면적 85㎡초과 102㎡이하,2017,11,"2,271",201711
충북,전용면적 102㎡초과,2017,11,"2,504",201711
충남,전체,2017,11,"2,258",201711
충남,전용면적 60㎡이하,2017,11,"2,403",201711
충남,전용면적 60㎡초과 85㎡이하,2017,11,"2,271",201711
충남,전용면적 85㎡초과 102㎡이하,2017,11,,201711
충남,전용면적 102㎡초과,2017,11,"2,283",201711
전북,전체,2017,11,"2,200",201711
전북,전용면적 60㎡이하,2017,11,"2,259",201711
전북,전용면적 60㎡초과 85㎡이하,2017,11,"2,192",201711
전북,전용면적 85㎡초과 102㎡이하,2017,11,,201711
전북,전용면적 102㎡초과,2017,11,"2,441",201711
전남,전체,2017,11,"2,389",201711
전남,전용면적 60㎡이하,2017,11,"2,370",201711
전남,전용면적 60㎡초과 85㎡이하,2017,11,"2,363",201711
전남,전용면적 85㎡초과 102㎡이하,2017,11,"2,291",201711
전남,전용면적 102㎡초과,2017,11,"2,491",201711
경북,전체,2017,11,"2,390",201711
경북,전용면적 60㎡이하,2017,11,"2,407",201711
경북,전용면적 60㎡초과 85㎡이하,2017,11,"2,383",201711
경북,전용면적 85㎡초과 102㎡이하,2017,11,,201711
경북,전용면적 102㎡초과,2017,11,"2,985",201711
경남,전체,2017,11,"2,621",201711
경남,전용면적 60㎡이하,2017,11,"2,720",201711
경남,전용면적 60㎡초과 85㎡이하,2017,11,"2,581",201711
경남,전용면적 85㎡초과 102㎡이하,2017,11,"2,914",201711
경남,전용면적 102㎡초과,2017,11,"2,838",201711
제주,전체,2017,11,"3,560",201711
제주,전용면적 60㎡이하,2017,11,"5,380",201711
제주,전용면적 60㎡초과 85㎡이하,2017,11,"3,477",201711
제주,전용면적 85㎡초과 102㎡이하,2017,11,,201711
제주,전용면적 102㎡초과,2017,11,,201711
서울,전체,2017,12,6706,201712
서울,전용면적 60㎡이하,2017,12,7005,201712
서울,전용면적 60㎡초과 85㎡이하,2017,12,5868,201712
서울,전용면적 85㎡초과 102㎡이하,2017,12,7478,201712
서울,전용면적 102㎡초과,2017,12,6916,201712
인천,전체,2017,12,3318,201712
인천,전용면적 60㎡이하,2017,12,3354,201712
인천,전용면적 60㎡초과 85㎡이하,2017,12,3324,201712
인천,전용면적 85㎡초과 102㎡이하,2017,12,3478,201712
인천,전용면적 102㎡초과,2017,12,4835,201712
경기,전체,2017,12,3617,201712
경기,전용면적 60㎡이하,2017,12,3829,201712
경기,전용면적 60㎡초과 85㎡이하,2017,12,3552,201712
경기,전용면적 85㎡초과 102㎡이하,2017,12,3696,201712
경기,전용면적 102㎡초과,2017,12,4131,201712
부산,전체,2017,12,3842,201712
부산,전용면적 60㎡이하,2017,12,3737,201712
부산,전용면적 60㎡초과 85㎡이하,2017,12,3803,201712
부산,전용면적 85㎡초과 102㎡이하,2017,12,3692,201712
부산,전용면적 102㎡초과,2017,12,3869,201712
대구,전체,2017,12,3561,201712
대구,전용면적 60㎡이하,2017,12,3466,201712
대구,전용면적 60㎡초과 85㎡이하,2017,12,3564,201712
대구,전용면적 85㎡초과 102㎡이하,2017,12,,201712
대구,전용면적 102㎡초과,2017,12,3543,201712
광주,전체,2017,12,2896,201712
광주,전용면적 60㎡이하,2017,12,2776,201712
광주,전용면적 60㎡초과 85㎡이하,2017,12,2890,201712
광주,전용면적 85㎡초과 102㎡이하,2017,12,,201712
광주,전용면적 102㎡초과,2017,12,2865,201712
대전,전체,2017,12,2706,201712
대전,전용면적 60㎡이하,2017,12,2628,201712
대전,전용면적 60㎡초과 85㎡이하,2017,12,2690,201712
대전,전용면적 85㎡초과 102㎡이하,2017,12,3067,201712
대전,전용면적 102㎡초과,2017,12,,201712
울산,전체,2017,12,3162,201712
울산,전용면적 60㎡이하,2017,12,,201712
울산,전용면적 60㎡초과 85㎡이하,2017,12,3162,201712
울산,전용면적 85㎡초과 102㎡이하,2017,12,,201712
울산,전용면적 102㎡초과,2017,12,,201712
세종,전체,2017,12,3161,201712
세종,전용면적 60㎡이하,2017,12,,201712
세종,전용면적 60㎡초과 85㎡이하,2017,12,3164,201712
세종,전용면적 85㎡초과 102㎡이하,2017,12,3099,201712
세종,전용면적 102㎡초과,2017,12,3227,201712
강원,전체,2017,12,2302,201712
강원,전용면적 60㎡이하,2017,12,2203,201712
강원,전용면적 60㎡초과 85㎡이하,2017,12,2293,201712
강원,전용면적 85㎡초과 102㎡이하,2017,12,2239,201712
강원,전용면적 102㎡초과,2017,12,2699,201712
충북,전체,2017,12,2077,201712
충북,전용면적 60㎡이하,2017,12,2203,201712
충북,전용면적 60㎡초과 85㎡이하,2017,12,2076,201712
충북,전용면적 85㎡초과 102㎡이하,2017,12,2271,201712
충북,전용면적 102㎡초과,2017,12,2504,201712
충남,전체,2017,12,2357,201712
충남,전용면적 60㎡이하,2017,12,2506,201712
충남,전용면적 60㎡초과 85㎡이하,2017,12,2373,201712
충남,전용면적 85㎡초과 102㎡이하,2017,12,,201712
충남,전용면적 102㎡초과,2017,12,2283,201712
전북,전체,2017,12,2226,201712
전북,전용면적 60㎡이하,2017,12,2259,201712
전북,전용면적 60㎡초과 85㎡이하,2017,12,2215,201712
전북,전용면적 85㎡초과 102㎡이하,2017,12,2221,201712
전북,전용면적 102㎡초과,2017,12,2433,201712
전남,전체,2017,12,2400,201712
전남,전용면적 60㎡이하,2017,12,2427,201712
전남,전용면적 60㎡초과 85㎡이하,2017,12,2382,201712
전남,전용면적 85㎡초과 102㎡이하,2017,12,2291,201712
전남,전용면적 102㎡초과,2017,12,2423,201712
경북,전체,2017,12,2390,201712
경북,전용면적 60㎡이하,2017,12,2407,201712
경북,전용면적 60㎡초과 85㎡이하,2017,12,2383,201712
경북,전용면적 85㎡초과 102㎡이하,2017,12,,201712
경북,전용면적 102㎡초과,2017,12,2985,201712
경남,전체,2017,12,2696,201712
경남,전용면적 60㎡이하,2017,12,2784,201712
경남,전용면적 60㎡초과 85㎡이하,2017,12,2666,201712
경남,전용면적 85㎡초과 102㎡이하,2017,12,2914,201712
경남,전용면적 102㎡초과,2017,12,2836,201712
제주,전체,2017,12,3578,201712
제주,전용면적 60㎡이하,2017,12,5380,201712
제주,전용면적 60㎡초과 85㎡이하,2017,12,3467,201712
제주,전용면적 85㎡초과 102㎡이하,2017,12,,201712
제주,전용면적 102㎡초과,2017,12,3029,201712
서울,전체,2018,1,6623,201801
서울,전용면적 60㎡이하,2018,1,6898,201801
서울,전용면적 60㎡초과 85㎡이하,2018,1,5857,201801
서울,전용면적 85㎡초과 102㎡이하,2018,1,7478,201801
서울,전용면적 102㎡초과,2018,1,6916,201801
인천,전체,2018,1,3333,201801
인천,전용면적 60㎡이하,2018,1,3376,201801
인천,전용면적 60㎡초과 85㎡이하,2018,1,3324,201801
인천,전용면적 85㎡초과 102㎡이하,2018,1,3478,201801
인천,전용면적 102㎡초과,2018,1,4835,201801
경기,전체,2018,1,3846,201801
경기,전용면적 60㎡이하,2018,1,4119,201801
경기,전용면적 60㎡초과 85㎡이하,2018,1,3793,201801
경기,전용면적 85㎡초과 102㎡이하,2018,1,4350,201801
경기,전용면적 102㎡초과,2018,1,4632,201801
부산,전체,2018,1,3842,201801
부산,전용면적 60㎡이하,2018,1,3737,201801
부산,전용면적 60㎡초과 85㎡이하,2018,1,3803,201801
부산,전용면적 85㎡초과 102㎡이하,2018,1,3692,201801
부산,전용면적 102㎡초과,2018,1,3869,201801
대구,전체,2018,1,3585,201801
대구,전용면적 60㎡이하,2018,1,3521,201801
대구,전용면적 60㎡초과 85㎡이하,2018,1,3587,201801
대구,전용면적 85㎡초과 102㎡이하,2018,1,,201801
대구,전용면적 102㎡초과,2018,1,3543,201801
광주,전체,2018,1,2894,201801
광주,전용면적 60㎡이하,2018,1,2776,201801
광주,전용면적 60㎡초과 85㎡이하,2018,1,2887,201801
광주,전용면적 85㎡초과 102㎡이하,2018,1,,201801
광주,전용면적 102㎡초과,2018,1,2865,201801
대전,전체,2018,1,2744,201801
대전,전용면적 60㎡이하,2018,1,2628,201801
대전,전용면적 60㎡초과 85㎡이하,2018,1,2750,201801
대전,전용면적 85㎡초과 102㎡이하,2018,1,3067,201801
대전,전용면적 102㎡초과,2018,1,,201801
울산,전체,2018,1,3162,201801
울산,전용면적 60㎡이하,2018,1,,201801
울산,전용면적 60㎡초과 85㎡이하,2018,1,3162,201801
울산,전용면적 85㎡초과 102㎡이하,2018,1,,201801
울산,전용면적 102㎡초과,2018,1,,201801
세종,전체,2018,1,3161,201801
세종,전용면적 60㎡이하,2018,1,,201801
세종,전용면적 60㎡초과 85㎡이하,2018,1,3164,201801
세종,전용면적 85㎡초과 102㎡이하,2018,1,3099,201801
세종,전용면적 102㎡초과,2018,1,3227,201801
강원,전체,2018,1,2324,201801
강원,전용면적 60㎡이하,2018,1,2216,201801
강원,전용면적 60㎡초과 85㎡이하,2018,1,2322,201801
강원,전용면적 85㎡초과 102㎡이하,2018,1,2591,201801
강원,전용면적 102㎡초과,2018,1,2704,201801
충북,전체,2018,1,2077,201801
충북,전용면적 60㎡이하,2018,1,2203,201801
충북,전용면적 60㎡초과 85㎡이하,2018,1,2076,201801
충북,전용면적 85㎡초과 102㎡이하,2018,1,2271,201801
충북,전용면적 102㎡초과,2018,1,2504,201801
충남,전체,2018,1,2394,201801
충남,전용면적 60㎡이하,2018,1,2421,201801
충남,전용면적 60㎡초과 85㎡이하,2018,1,2409,201801
충남,전용면적 85㎡초과 102㎡이하,2018,1,,201801
충남,전용면적 102㎡초과,2018,1,2283,201801
전북,전체,2018,1,2226,201801
전북,전용면적 60㎡이하,2018,1,2259,201801
전북,전용면적 60㎡초과 85㎡이하,2018,1,2215,201801
전북,전용면적 85㎡초과 102㎡이하,2018,1,2221,201801
전북,전용면적 102㎡초과,2018,1,2433,201801
전남,전체,2018,1,2400,201801
전남,전용면적 60㎡이하,2018,1,2427,201801
전남,전용면적 60㎡초과 85㎡이하,2018,1,2380,201801
전남,전용면적 85㎡초과 102㎡이하,2018,1,2459,201801
전남,전용면적 102㎡초과,2018,1,2458,201801
경북,전체,2018,1,2441,201801
경북,전용면적 60㎡이하,2018,1,2525,201801
경북,전용면적 60㎡초과 85㎡이하,2018,1,2435,201801
경북,전용면적 85㎡초과 102㎡이하,2018,1,,201801
경북,전용면적 102㎡초과,2018,1,2867,201801
경남,전체,2018,1,2696,201801
경남,전용면적 60㎡이하,2018,1,2784,201801
경남,전용면적 60㎡초과 85㎡이하,2018,1,2666,201801
경남,전용면적 85㎡초과 102㎡이하,2018,1,2914,201801
경남,전용면적 102㎡초과,2018,1,2836,201801
제주,전체,2018,1,3636,201801
제주,전용면적 60㎡이하,2018,1,5380,201801
제주,전용면적 60㎡초과 85㎡이하,2018,1,3512,201801
제주,전용면적 85㎡초과 102㎡이하,2018,1,,201801
제주,전용면적 102㎡초과,2018,1,3029,201801
서울,전체,2018,2,6631,201802
서울,전용면적 60㎡이하,2018,2,6907,201802
서울,전용면적 60㎡초과 85㎡이하,2018,2,6373,201802
서울,전용면적 85㎡초과 102㎡이하,2018,2,7495,201802
서울,전용면적 102㎡초과,2018,2,6909,201802
인천,전체,2018,2,3342,201802
인천,전용면적 60㎡이하,2018,2,3433,201802
인천,전용면적 60㎡초과 85㎡이하,2018,2,3338,201802
인천,전용면적 85㎡초과 102㎡이하,2018,2,3478,201802
인천,전용면적 102㎡초과,2018,2,4835,201802
경기,전체,2018,2,3876,201802
경기,전용면적 60㎡이하,2018,2,4246,201802
경기,전용면적 60㎡초과 85㎡이하,2018,2,3826,201802
경기,전용면적 85㎡초과 102㎡이하,2018,2,4351,201802
경기,전용면적 102㎡초과,2018,2,4655,201802
부산,전체,2018,2,3850,201802
부산,전용면적 60㎡이하,2018,2,3744,201802
부산,전용면적 60㎡초과 85㎡이하,2018,2,3812,201802
부산,전용면적 85㎡초과 102㎡이하,2018,2,3692,201802
부산,전용면적 102㎡초과,2018,2,3869,201802
대구,전체,2018,2,3364,201802
대구,전용면적 60㎡이하,2018,2,3521,201802
대구,전용면적 60㎡초과 85㎡이하,2018,2,3365,201802
대구,전용면적 85㎡초과 102㎡이하,2018,2,,201802
대구,전용면적 102㎡초과,2018,2,3543,201802
광주,전체,2018,2,2894,201802
광주,전용면적 60㎡이하,2018,2,2776,201802
광주,전용면적 60㎡초과 85㎡이하,2018,2,2887,201802
광주,전용면적 85㎡초과 102㎡이하,2018,2,,201802
광주,전용면적 102㎡초과,2018,2,2865,201802
대전,전체,2018,2,2887,201802
대전,전용면적 60㎡이하,2018,2,2498,201802
대전,전용면적 60㎡초과 85㎡이하,2018,2,2882,201802
대전,전용면적 85㎡초과 102㎡이하,2018,2,3067,201802
대전,전용면적 102㎡초과,2018,2,,201802
울산,전체,2018,2,3174,201802
울산,전용면적 60㎡이하,2018,2,,201802
울산,전용면적 60㎡초과 85㎡이하,2018,2,3174,201802
울산,전용면적 85㎡초과 102㎡이하,2018,2,,201802
울산,전용면적 102㎡초과,2018,2,,201802
세종,전체,2018,2,3161,201802
세종,전용면적 60㎡이하,2018,2,,201802
세종,전용면적 60㎡초과 85㎡이하,2018,2,3164,201802
세종,전용면적 85㎡초과 102㎡이하,2018,2,3099,201802
세종,전용면적 102㎡초과,2018,2,3227,201802
강원,전체,2018,2,2323,201802
강원,전용면적 60㎡이하,2018,2,2252,201802
강원,전용면적 60㎡초과 85㎡이하,2018,2,2320,201802
강원,전용면적 85㎡초과 102㎡이하,2018,2,2595,201802
강원,전용면적 102㎡초과,2018,2,2856,201802
충북,전체,2018,2,2166,201802
충북,전용면적 60㎡이하,2018,2,2348,201802
충북,전용면적 60㎡초과 85㎡이하,2018,2,2165,201802
충북,전용면적 85㎡초과 102㎡이하,2018,2,2271,201802
충북,전용면적 102㎡초과,2018,2,2485,201802
충남,전체,2018,2,2394,201802
충남,전용면적 60㎡이하,2018,2,2421,201802
충남,전용면적 60㎡초과 85㎡이하,2018,2,2409,201802
충남,전용면적 85㎡초과 102㎡이하,2018,2,,201802
충남,전용면적 102㎡초과,2018,2,2283,201802
전북,전체,2018,2,2273,201802
전북,전용면적 60㎡이하,2018,2,2183,201802
전북,전용면적 60㎡초과 85㎡이하,2018,2,2261,201802
전북,전용면적 85㎡초과 102㎡이하,2018,2,2221,201802
전북,전용면적 102㎡초과,2018,2,2428,201802
전남,전체,2018,2,2356,201802
전남,전용면적 60㎡이하,2018,2,2228,201802
전남,전용면적 60㎡초과 85㎡이하,2018,2,2337,201802
전남,전용면적 85㎡초과 102㎡이하,2018,2,2459,201802
전남,전용면적 102㎡초과,2018,2,2418,201802
경북,전체,2018,2,2441,201802
경북,전용면적 60㎡이하,2018,2,2525,201802
경북,전용면적 60㎡초과 85㎡이하,2018,2,2435,201802
경북,전용면적 85㎡초과 102㎡이하,2018,2,,201802
경북,전용면적 102㎡초과,2018,2,2867,201802
경남,전체,2018,2,2698,201802
경남,전용면적 60㎡이하,2018,2,2784,201802
경남,전용면적 60㎡초과 85㎡이하,2018,2,2673,201802
경남,전용면적 85㎡초과 102㎡이하,2018,2,2914,201802
경남,전용면적 102㎡초과,2018,2,2836,201802
제주,전체,2018,2,3829,201802
제주,전용면적 60㎡이하,2018,2,5462,201802
제주,전용면적 60㎡초과 85㎡이하,2018,2,3542,201802
제주,전용면적 85㎡초과 102㎡이하,2018,2,,201802
제주,전용면적 102㎡초과,2018,2,3029,201802
서울,전체,2018,3,6836,201803
서울,전용면적 60㎡이하,2018,3,7193,201803
서울,전용면적 60㎡초과 85㎡이하,2018,3,6553,201803
서울,전용면적 85㎡초과 102㎡이하,2018,3,7823,201803
서울,전용면적 102㎡초과,2018,3,7242,201803
인천,전체,2018,3,3457,201803
인천,전용면적 60㎡이하,2018,3,3754,201803
인천,전용면적 60㎡초과 85㎡이하,2018,3,3448,201803
인천,전용면적 85㎡초과 102㎡이하,2018,3,3395,201803
인천,전용면적 102㎡초과,2018,3,4835,201803
경기,전체,2018,3,3876,201803
경기,전용면적 60㎡이하,2018,3,4248,201803
경기,전용면적 60㎡초과 85㎡이하,2018,3,3826,201803
경기,전용면적 85㎡초과 102㎡이하,2018,3,4270,201803
경기,전용면적 102㎡초과,2018,3,4641,201803
부산,전체,2018,3,3817,201803
부산,전용면적 60㎡이하,2018,3,3654,201803
부산,전용면적 60㎡초과 85㎡이하,2018,3,3789,201803
부산,전용면적 85㎡초과 102㎡이하,2018,3,3692,201803
부산,전용면적 102㎡초과,2018,3,3830,201803
대구,전체,2018,3,3392,201803
대구,전용면적 60㎡이하,2018,3,3521,201803
대구,전용면적 60㎡초과 85㎡이하,2018,3,3404,201803
대구,전용면적 85㎡초과 102㎡이하,2018,3,,201803
대구,전용면적 102㎡초과,2018,3,3543,201803
광주,전체,2018,3,2930,201803
광주,전용면적 60㎡이하,2018,3,2776,201803
광주,전용면적 60㎡초과 85㎡이하,2018,3,2924,201803
광주,전용면적 85㎡초과 102㎡이하,2018,3,,201803
광주,전용면적 102㎡초과,2018,3,2865,201803
대전,전체,2018,3,2887,201803
대전,전용면적 60㎡이하,2018,3,2498,201803
대전,전용면적 60㎡초과 85㎡이하,2018,3,2882,201803
대전,전용면적 85㎡초과 102㎡이하,2018,3,3067,201803
대전,전용면적 102㎡초과,2018,3,,201803
울산,전체,2018,3,3174,201803
울산,전용면적 60㎡이하,2018,3,,201803
울산,전용면적 60㎡초과 85㎡이하,2018,3,3174,201803
울산,전용면적 85㎡초과 102㎡이하,2018,3,,201803
울산,전용면적 102㎡초과,2018,3,,201803
세종,전체,2018,3,3161,201803
세종,전용면적 60㎡이하,2018,3,,201803
세종,전용면적 60㎡초과 85㎡이하,2018,3,3164,201803
세종,전용면적 85㎡초과 102㎡이하,2018,3,3099,201803
세종,전용면적 102㎡초과,2018,3,3227,201803
강원,전체,2018,3,2391,201803
강원,전용면적 60㎡이하,2018,3,2269,201803
강원,전용면적 60㎡초과 85㎡이하,2018,3,2387,201803
강원,전용면적 85㎡초과 102㎡이하,2018,3,2830,201803
강원,전용면적 102㎡초과,2018,3,2923,201803
충북,전체,2018,3,2455,201803
충북,전용면적 60㎡이하,2018,3,2348,201803
충북,전용면적 60㎡초과 85㎡이하,2018,3,2456,201803
충북,전용면적 85㎡초과 102㎡이하,2018,3,2471,201803
충북,전용면적 102㎡초과,2018,3,2482,201803
충남,전체,2018,3,2394,201803
충남,전용면적 60㎡이하,2018,3,2421,201803
충남,전용면적 60㎡초과 85㎡이하,2018,3,2409,201803
충남,전용면적 85㎡초과 102㎡이하,2018,3,,201803
충남,전용면적 102㎡초과,2018,3,2283,201803
전북,전체,2018,3,2263,201803
전북,전용면적 60㎡이하,2018,3,2183,201803
전북,전용면적 60㎡초과 85㎡이하,2018,3,2250,201803
전북,전용면적 85㎡초과 102㎡이하,2018,3,2221,201803
전북,전용면적 102㎡초과,2018,3,2428,201803
전남,전체,2018,3,2348,201803
전남,전용면적 60㎡이하,2018,3,2228,201803
전남,전용면적 60㎡초과 85㎡이하,2018,3,2336,201803
전남,전용면적 85㎡초과 102㎡이하,2018,3,2627,201803
전남,전용면적 102㎡초과,2018,3,2443,201803
경북,전체,2018,3,2440,201803
경북,전용면적 60㎡이하,2018,3,2525,201803
경북,전용면적 60㎡초과 85㎡이하,2018,3,2421,201803
경북,전용면적 85㎡초과 102㎡이하,2018,3,,201803
경북,전용면적 102㎡초과,2018,3,2788,201803
경남,전체,2018,3,2697,201803
경남,전용면적 60㎡이하,2018,3,2787,201803
경남,전용면적 60㎡초과 85㎡이하,2018,3,2672,201803
경남,전용면적 85㎡초과 102㎡이하,2018,3,2857,201803
경남,전용면적 102㎡초과,2018,3,2897,201803
제주,전체,2018,3,3925,201803
제주,전용면적 60㎡이하,2018,3,5462,201803
제주,전용면적 60㎡초과 85㎡이하,2018,3,3639,201803
제주,전용면적 85㎡초과 102㎡이하,2018,3,,201803
제주,전용면적 102㎡초과,2018,3,3029,201803
서울,전체,2018,4,6841,201804
서울,전용면적 60㎡이하,2018,4,7196,201804
서울,전용면적 60㎡초과 85㎡이하,2018,4,6560,201804
서울,전용면적 85㎡초과 102㎡이하,2018,4,7823,201804
서울,전용면적 102㎡초과,2018,4,7242,201804
인천,전체,2018,4,3457,201804
인천,전용면적 60㎡이하,2018,4,3754,201804
인천,전용면적 60㎡초과 85㎡이하,2018,4,3448,201804
인천,전용면적 85㎡초과 102㎡이하,2018,4,3395,201804
인천,전용면적 102㎡초과,2018,4,4835,201804
경기,전체,2018,4,3859,201804
경기,전용면적 60㎡이하,2018,4,4256,201804
경기,전용면적 60㎡초과 85㎡이하,2018,4,3836,201804
경기,전용면적 85㎡초과 102㎡이하,2018,4,4345,201804
경기,전용면적 102㎡초과,2018,4,4595,201804
부산,전체,2018,4,3863,201804
부산,전용면적 60㎡이하,2018,4,3654,201804
부산,전용면적 60㎡초과 85㎡이하,2018,4,3835,201804
부산,전용면적 85㎡초과 102㎡이하,2018,4,3692,201804
부산,전용면적 102㎡초과,2018,4,3830,201804
대구,전체,2018,4,3524,201804
대구,전용면적 60㎡이하,2018,4,3607,201804
대구,전용면적 60㎡초과 85㎡이하,2018,4,3526,201804
대구,전용면적 85㎡초과 102㎡이하,2018,4,3012,201804
대구,전용면적 102㎡초과,2018,4,2966,201804
광주,전체,2018,4,2885,201804
광주,전용면적 60㎡이하,2018,4,2776,201804
광주,전용면적 60㎡초과 85㎡이하,2018,4,2890,201804
광주,전용면적 85㎡초과 102㎡이하,2018,4,,201804
광주,전용면적 102㎡초과,2018,4,2453,201804
대전,전체,2018,4,2972,201804
대전,전용면적 60㎡이하,2018,4,2498,201804
대전,전용면적 60㎡초과 85㎡이하,2018,4,2977,201804
대전,전용면적 85㎡초과 102㎡이하,2018,4,3067,201804
대전,전용면적 102㎡초과,2018,4,,201804
울산,전체,2018,4,3174,201804
울산,전용면적 60㎡이하,2018,4,,201804
울산,전용면적 60㎡초과 85㎡이하,2018,4,3174,201804
울산,전용면적 85㎡초과 102㎡이하,2018,4,,201804
울산,전용면적 102㎡초과,2018,4,,201804
세종,전체,2018,4,3131,201804
세종,전용면적 60㎡이하,2018,4,3064,201804
세종,전용면적 60㎡초과 85㎡이하,2018,4,3147,201804
세종,전용면적 85㎡초과 102㎡이하,2018,4,3138,201804
세종,전용면적 102㎡초과,2018,4,3135,201804
강원,전체,2018,4,2277,201804
강원,전용면적 60㎡이하,2018,4,2269,201804
강원,전용면적 60㎡초과 85㎡이하,2018,4,2273,201804
강원,전용면적 85㎡초과 102㎡이하,2018,4,2830,201804
강원,전용면적 102㎡초과,2018,4,2611,201804
충북,전체,2018,4,2631,201804
충북,전용면적 60㎡이하,2018,4,2348,201804
