지역명,규모구분,연도,월,분양가격(㎡),date
서울,전체,2015,10,5841,201510
서울,전용면적 60㎡이하,2015,10,5652,201510
서울,전용면적 60㎡초과 85㎡이하,2015,10,5882,201510
서울,전용면적 85㎡초과 102㎡이하,2015,10,5721,201510
서울,전용면적 102㎡초과,2015,10,5879,201510
인천,전체,2015,10,3163,201510
인천,전용면적 60㎡이하,2015,10,3488,201510
인천,전용면적 60㎡초과 85㎡이하,2015,10,3119,201510
인천,전용면적 85㎡초과 102㎡이하,2015,10,3545,201510
인천,전용면적 102㎡초과,2015,10,3408,201510
경기,전체,2015,10,3138,201510
경기,전용면적 60㎡이하,2015,10,3126,201510
경기,전용면적 60㎡초과 85㎡이하,2015,10,3239,201510
경기,전용면적 85㎡초과 102㎡이하,2015,10,3496,201510
경기,전용면적 102㎡초과,2015,10,3680,201510
부산,전체,2015,10,3112,201510
부산,전용면적 60㎡이하,2015,10,2950,201510
부산,전용면적 60㎡초과 85㎡이하,2015,10,2999,201510
부산,전용면적 85㎡초과 102㎡이하,2015,10,2957,201510
부산,전용면적 102㎡초과,2015,10,3500,201510
대구,전체,2015,10,2682,201510
대구,전용면적 60㎡이하,2015,10,2614,201510
대구,전용면적 60㎡초과 85㎡이하,2015,10,2696,201510
대구,전용면적 85㎡초과 102㎡이하,2015,10,2557,201510
대구,전용면적 102㎡초과,2015,10,2598,201510
광주,전체,2015,10,2420,201510
광주,전용면적 60㎡이하,2015,10,2253,201510
광주,전용면적 60㎡초과 85㎡이하,2015,10,2439,201510
광주,전용면적 85㎡초과 102㎡이하,2015,10,  ,201510
광주,전용면적 102㎡초과,2015,10,  ,201510
대전,전체,2015,10,2454,201510
대전,전용면적 60㎡이하,2015,10,2585,201510
대전,전용면적 60㎡초과 85㎡이하,2015,10,2428,201510
대전,전용면적 85㎡초과 102㎡이하,2015,10,2461,201510
대전,전용면적 102㎡초과,2015,10,  ,201510
울산,전체,2015,10,3053,201510
울산,전용면적 60㎡이하,2015,10,2422,201510
울산,전용면적 60㎡초과 85㎡이하,2015,10,3040,201510
울산,전용면적 85㎡초과 102㎡이하,2015,10,2951,201510
울산,전용면적 102㎡초과,2015,10,2690,201510
세종,전체,2015,10,2642,201510
세종,전용면적 60㎡이하,2015,10,2572,201510
세종,전용면적 60㎡초과 85㎡이하,2015,10,2657,201510
세종,전용면적 85㎡초과 102㎡이하,2015,10,2644,201510
세종,전용면적 102㎡초과,2015,10,2692,201510
강원,전체,2015,10,2167,201510
강원,전용면적 60㎡이하,2015,10,2286,201510
강원,전용면적 60㎡초과 85㎡이하,2015,10,2212,201510
강원,전용면적 85㎡초과 102㎡이하,2015,10,2061,201510
강원,전용면적 102㎡초과,2015,10,2171,201510
충북,전체,2015,10,2032,201510
충북,전용면적 60㎡이하,2015,10,1919,201510
충북,전용면적 60㎡초과 85㎡이하,2015,10,2033,201510
충북,전용면적 85㎡초과 102㎡이하,2015,10,2102,201510
충북,전용면적 102㎡초과,2015,10,2369,201510
충남,전체,2015,10,2099,201510
충남,전용면적 60㎡이하,2015,10,2206,201510
충남,전용면적 60㎡초과 85㎡이하,2015,10,2101,201510
충남,전용면적 85㎡초과 102㎡이하,2015,10,2743,201510
충남,전용면적 102㎡초과,2015,10,2442,201510
전북,전체,2015,10,2054,201510
전북,전용면적 60㎡이하,2015,10,2127,201510
전북,전용면적 60㎡초과 85㎡이하,2015,10,2056,201510
전북,전용면적 85㎡초과 102㎡이하,2015,10,2377,201510
전북,전용면적 102㎡초과,2015,10,2250,201510
전남,전체,2015,10,1925,201510
전남,전용면적 60㎡이하,2015,10,1999,201510
전남,전용면적 60㎡초과 85㎡이하,2015,10,1922,201510
전남,전용면적 85㎡초과 102㎡이하,2015,10,2262,201510
전남,전용면적 102㎡초과,2015,10,2292,201510
경북,전체,2015,10,2148,201510
경북,전용면적 60㎡이하,2015,10,2204,201510
경북,전용면적 60㎡초과 85㎡이하,2015,10,2145,201510
경북,전용면적 85㎡초과 102㎡이하,2015,10,2308,201510
경북,전용면적 102㎡초과,2015,10,2222,201510
경남,전체,2015,10,2291,201510
경남,전용면적 60㎡이하,2015,10,2239,201510
경남,전용면적 60㎡초과 85㎡이하,2015,10,2305,201510
경남,전용면적 85㎡초과 102㎡이하,2015,10,2890,201510
경남,전용면적 102㎡초과,2015,10,3014,201510
제주,전체,2015,10,2232,201510
제주,전용면적 60㎡이하,2015,10,  ,201510
제주,전용면적 60㎡초과 85㎡이하,2015,10,2225,201510
제주,전용면적 85㎡초과 102㎡이하,2015,10,2583,201510
제주,전용면적 102㎡초과,2015,10,2574,201510
서울,전체,2015,11,6050,201511
서울,전용면적 60㎡이하,2015,11,6320,201511
서울,전용면적 60㎡초과 85㎡이하,2015,11,5964,201511
서울,전용면적 85㎡초과 102㎡이하,2015,11,7092,201511
서울,전용면적 102㎡초과,2015,11,6551,201511
인천,전체,2015,11,3184,201511
인천,전용면적 60㎡이하,2015,11,3328,201511
인천,전용면적 60㎡초과 85㎡이하,2015,11,3119,201511
인천,전용면적 85㎡초과 102㎡이하,2015,11,3545,201511
인천,전용면적 102㎡초과,2015,11,3408,201511
경기,전체,2015,11,3098,201511
경기,전용면적 60㎡이하,2015,11,3079,201511
경기,전용면적 60㎡초과 85㎡이하,2015,11,3202,201511
경기,전용면적 85㎡초과 102㎡이하,2015,11,3391,201511
경기,전용면적 102㎡초과,2015,11,3724,201511
부산,전체,2015,11,3131,201511
부산,전용면적 60㎡이하,2015,11,2982,201511
부산,전용면적 60㎡초과 85㎡이하,2015,11,3037,201511
부산,전용면적 85㎡초과 102㎡이하,2015,11,2957,201511
부산,전용면적 102㎡초과,2015,11,3739,201511
대구,전체,2015,11,2749,201511
대구,전용면적 60㎡이하,2015,11,2503,201511
대구,전용면적 60㎡초과 85㎡이하,2015,11,2806,201511
대구,전용면적 85㎡초과 102㎡이하,2015,11,2557,201511
대구,전용면적 102㎡초과,2015,11,2743,201511
광주,전체,2015,11,2424,201511
광주,전용면적 60㎡이하,2015,11,2251,201511
광주,전용면적 60㎡초과 85㎡이하,2015,11,2444,201511
광주,전용면적 85㎡초과 102㎡이하,2015,11,  ,201511
광주,전용면적 102㎡초과,2015,11,  ,201511
대전,전체,2015,11,2454,201511
대전,전용면적 60㎡이하,2015,11,2585,201511
대전,전용면적 60㎡초과 85㎡이하,2015,11,2428,201511
대전,전용면적 85㎡초과 102㎡이하,2015,11,2461,201511
대전,전용면적 102㎡초과,2015,11,  ,201511
울산,전체,2015,11,3043,201511
울산,전용면적 60㎡이하,2015,11,2584,201511
울산,전용면적 60㎡초과 85㎡이하,2015,11,3048,201511
울산,전용면적 85㎡초과 102㎡이하,2015,11,2663,201511
울산,전용면적 102㎡초과,2015,11,2874,201511
세종,전체,2015,11,2648,201511
세종,전용면적 60㎡이하,2015,11,2572,201511
세종,전용면적 60㎡초과 85㎡이하,2015,11,2666,201511
세종,전용면적 85㎡초과 102㎡이하,2015,11,2644,201511
세종,전용면적 102㎡초과,2015,11,2749,201511
강원,전체,2015,11,2171,201511
강원,전용면적 60㎡이하,2015,11,2292,201511
강원,전용면적 60㎡초과 85㎡이하,2015,11,2193,201511
강원,전용면적 85㎡초과 102㎡이하,2015,11,2061,201511
강원,전용면적 102㎡초과,2015,11,2171,201511
충북,전체,2015,11,2004,201511
충북,전용면적 60㎡이하,2015,11,1921,201511
충북,전용면적 60㎡초과 85㎡이하,2015,11,2015,201511
충북,전용면적 85㎡초과 102㎡이하,2015,11,1868,201511
충북,전용면적 102㎡초과,2015,11,2277,201511
충남,전체,2015,11,2100,201511
충남,전용면적 60㎡이하,2015,11,2214,201511
충남,전용면적 60㎡초과 85㎡이하,2015,11,2105,201511
충남,전용면적 85㎡초과 102㎡이하,2015,11,2523,201511
충남,전용면적 102㎡초과,2015,11,2468,201511
전북,전체,2015,11,2057,201511
전북,전용면적 60㎡이하,2015,11,2129,201511
전북,전용면적 60㎡초과 85㎡이하,2015,11,2057,201511
전북,전용면적 85㎡초과 102㎡이하,2015,11,2377,201511
전북,전용면적 102㎡초과,2015,11,2282,201511
전남,전체,2015,11,1909,201511
전남,전용면적 60㎡이하,2015,11,1999,201511
전남,전용면적 60㎡초과 85㎡이하,2015,11,1906,201511
전남,전용면적 85㎡초과 102㎡이하,2015,11,2262,201511
전남,전용면적 102㎡초과,2015,11,2176,201511
경북,전체,2015,11,2190,201511
경북,전용면적 60㎡이하,2015,11,2210,201511
경북,전용면적 60㎡초과 85㎡이하,2015,11,2186,201511
경북,전용면적 85㎡초과 102㎡이하,2015,11,2516,201511
경북,전용면적 102㎡초과,2015,11,2370,201511
경남,전체,2015,11,2298,201511
경남,전용면적 60㎡이하,2015,11,2200,201511
경남,전용면적 60㎡초과 85㎡이하,2015,11,2322,201511
경남,전용면적 85㎡초과 102㎡이하,2015,11,2980,201511
경남,전용면적 102㎡초과,2015,11,3043,201511
제주,전체,2015,11,2232,201511
제주,전용면적 60㎡이하,2015,11,  ,201511
제주,전용면적 60㎡초과 85㎡이하,2015,11,2225,201511
제주,전용면적 85㎡초과 102㎡이하,2015,11,2583,201511
제주,전용면적 102㎡초과,2015,11,2574,201511
서울,전체,2015,12,6041,201512
서울,전용면적 60㎡이하,2015,12,6321,201512
서울,전용면적 60㎡초과 85㎡이하,2015,12,5966,201512
서울,전용면적 85㎡초과 102㎡이하,2015,12,6513,201512
서울,전용면적 102㎡초과,2015,12,6551,201512
인천,전체,2015,12,3184,201512
인천,전용면적 60㎡이하,2015,12,3328,201512
인천,전용면적 60㎡초과 85㎡이하,2015,12,3119,201512
인천,전용면적 85㎡초과 102㎡이하,2015,12,3545,201512
인천,전용면적 102㎡초과,2015,12,3408,201512
경기,전체,2015,12,3198,201512
경기,전용면적 60㎡이하,2015,12,3293,201512
경기,전용면적 60㎡초과 85㎡이하,2015,12,3314,201512
경기,전용면적 85㎡초과 102㎡이하,2015,12,3449,201512
경기,전용면적 102㎡초과,2015,12,3850,201512
부산,전체,2015,12,3127,201512
부산,전용면적 60㎡이하,2015,12,2951,201512
부산,전용면적 60㎡초과 85㎡이하,2015,12,3032,201512
부산,전용면적 85㎡초과 102㎡이하,2015,12,2957,201512
부산,전용면적 102㎡초과,2015,12,3739,201512
대구,전체,2015,12,2962,201512
대구,전용면적 60㎡이하,2015,12,3282,201512
대구,전용면적 60㎡초과 85㎡이하,2015,12,2971,201512
대구,전용면적 85㎡초과 102㎡이하,2015,12,2532,201512
대구,전용면적 102㎡초과,2015,12,2743,201512
광주,전체,2015,12,2476,201512
광주,전용면적 60㎡이하,2015,12,2395,201512
광주,전용면적 60㎡초과 85㎡이하,2015,12,2489,201512
광주,전용면적 85㎡초과 102㎡이하,2015,12,  ,201512
광주,전용면적 102㎡초과,2015,12,  ,201512
대전,전체,2015,12,2454,201512
대전,전용면적 60㎡이하,2015,12,2585,201512
대전,전용면적 60㎡초과 85㎡이하,2015,12,2428,201512
대전,전용면적 85㎡초과 102㎡이하,2015,12,2461,201512
대전,전용면적 102㎡초과,2015,12,  ,201512
울산,전체,2015,12,3043,201512
울산,전용면적 60㎡이하,2015,12,2584,201512
울산,전용면적 60㎡초과 85㎡이하,2015,12,3048,201512
울산,전용면적 85㎡초과 102㎡이하,2015,12,2663,201512
울산,전용면적 102㎡초과,2015,12,2874,201512
세종,전체,2015,12,2665,201512
세종,전용면적 60㎡이하,2015,12,2601,201512
세종,전용면적 60㎡초과 85㎡이하,2015,12,2676,201512
세종,전용면적 85㎡초과 102㎡이하,2015,12,2661,201512
세종,전용면적 102㎡초과,2015,12,2752,201512
강원,전체,2015,12,2171,201512
강원,전용면적 60㎡이하,2015,12,2292,201512
강원,전용면적 60㎡초과 85㎡이하,2015,12,2193,201512
강원,전용면적 85㎡초과 102㎡이하,2015,12,2061,201512
강원,전용면적 102㎡초과,2015,12,2171,201512
충북,전체,2015,12,2005,201512
충북,전용면적 60㎡이하,2015,12,1941,201512
충북,전용면적 60㎡초과 85㎡이하,2015,12,2017,201512
충북,전용면적 85㎡초과 102㎡이하,2015,12,2276,201512
충북,전용면적 102㎡초과,2015,12,2261,201512
충남,전체,2015,12,2269,201512
충남,전용면적 60㎡이하,2015,12,2438,201512
충남,전용면적 60㎡초과 85㎡이하,2015,12,2279,201512
충남,전용면적 85㎡초과 102㎡이하,2015,12,2523,201512
충남,전용면적 102㎡초과,2015,12,2444,201512
전북,전체,2015,12,1983,201512
전북,전용면적 60㎡이하,2015,12,1925,201512
전북,전용면적 60㎡초과 85㎡이하,2015,12,1987,201512
전북,전용면적 85㎡초과 102㎡이하,2015,12,2377,201512
전북,전용면적 102㎡초과,2015,12,2282,201512
전남,전체,2015,12,1909,201512
전남,전용면적 60㎡이하,2015,12,1999,201512
전남,전용면적 60㎡초과 85㎡이하,2015,12,1906,201512
전남,전용면적 85㎡초과 102㎡이하,2015,12,2262,201512
전남,전용면적 102㎡초과,2015,12,2176,201512
경북,전체,2015,12,2181,201512
경북,전용면적 60㎡이하,2015,12,2178,201512
경북,전용면적 60㎡초과 85㎡이하,2015,12,2184,201512
경북,전용면적 85㎡초과 102㎡이하,2015,12,2516,201512
경북,전용면적 102㎡초과,2015,12,2370,201512
경남,전체,2015,12,2307,201512
경남,전용면적 60㎡이하,2015,12,2280,201512
경남,전용면적 60㎡초과 85㎡이하,2015,12,2329,201512
경남,전용면적 85㎡초과 102㎡이하,2015,12,2934,201512
경남,전용면적 102㎡초과,2015,12,3019,201512
제주,전체,2015,12,2268,201512
제주,전용면적 60㎡이하,2015,12,  ,201512
제주,전용면적 60㎡초과 85㎡이하,2015,12,2260,201512
제주,전용면적 85㎡초과 102㎡이하,2015,12,2583,201512
제주,전용면적 102㎡초과,2015,12,2574,201512
서울,전체,2016,1,6108,201601
서울,전용면적 60㎡이하,2016,1,6427,201601
서울,전용면적 60㎡초과 85㎡이하,2016,1,6036,201601
서울,전용면적 85㎡초과 102㎡이하,2016,1,6513,201601
서울,전용면적 102㎡초과,2016,1,6551,201601
인천,전체,2016,1,3191,201601
인천,전용면적 60㎡이하,2016,1,3328,201601
인천,전용면적 60㎡초과 85㎡이하,2016,1,3110,201601
인천,전용면적 85㎡초과 102㎡이하,2016,1,3545,201601
인천,전용면적 102㎡초과,2016,1,3408,201601
경기,전체,2016,1,3198,201601
경기,전용면적 60㎡이하,2016,1,3293,201601
경기,전용면적 60㎡초과 85㎡이하,2016,1,3313,201601
경기,전용면적 85㎡초과 102㎡이하,2016,1,3450,201601
경기,전용면적 102㎡초과,2016,1,3850,201601
부산,전체,2016,1,3152,201601
부산,전용면적 60㎡이하,2016,1,2951,201601
부산,전용면적 60㎡초과 85㎡이하,2016,1,3057,201601
부산,전용면적 85㎡초과 102㎡이하,2016,1,2957,201601
부산,전용면적 102㎡초과,2016,1,3812,201601
대구,전체,2016,1,3086,201601
대구,전용면적 60㎡이하,2016,1,3341,201601
대구,전용면적 60㎡초과 85㎡이하,2016,1,3103,201601
대구,전용면적 85㎡초과 102㎡이하,2016,1,2532,201601
대구,전용면적 102㎡초과,2016,1,2743,201601
광주,전체,2016,1,2569,201601
광주,전용면적 60㎡이하,2016,1,2395,201601
광주,전용면적 60㎡초과 85㎡이하,2016,1,2582,201601
광주,전용면적 85㎡초과 102㎡이하,2016,1,  ,201601
광주,전용면적 102㎡초과,2016,1,  ,201601
대전,전체,2016,1,2454,201601
대전,전용면적 60㎡이하,2016,1,2585,201601
대전,전용면적 60㎡초과 85㎡이하,2016,1,2428,201601
대전,전용면적 85㎡초과 102㎡이하,2016,1,2461,201601
대전,전용면적 102㎡초과,2016,1,  ,201601
울산,전체,2016,1,3046,201601
울산,전용면적 60㎡이하,2016,1,2584,201601
울산,전용면적 60㎡초과 85㎡이하,2016,1,3053,201601
울산,전용면적 85㎡초과 102㎡이하,2016,1,2663,201601
울산,전용면적 102㎡초과,2016,1,2874,201601
세종,전체,2016,1,2665,201601
세종,전용면적 60㎡이하,2016,1,2601,201601
세종,전용면적 60㎡초과 85㎡이하,2016,1,2676,201601
세종,전용면적 85㎡초과 102㎡이하,2016,1,2661,201601
세종,전용면적 102㎡초과,2016,1,2752,201601
강원,전체,2016,1,2173,201601
강원,전용면적 60㎡이하,2016,1,2290,201601
강원,전용면적 60㎡초과 85㎡이하,2016,1,2199,201601
강원,전용면적 85㎡초과 102㎡이하,2016,1,2061,201601
강원,전용면적 102㎡초과,2016,1,2171,201601
충북,전체,2016,1,2008,201601
충북,전용면적 60㎡이하,2016,1,1952,201601
충북,전용면적 60㎡초과 85㎡이하,2016,1,2021,201601
충북,전용면적 85㎡초과 102㎡이하,2016,1,2276,201601
충북,전용면적 102㎡초과,2016,1,2261,201601
충남,전체,2016,1,2270,201601
충남,전용면적 60㎡이하,2016,1,2481,201601
충남,전용면적 60㎡초과 85㎡이하,2016,1,2281,201601
충남,전용면적 85㎡초과 102㎡이하,2016,1,2541,201601
충남,전용면적 102㎡초과,2016,1,2444,201601
전북,전체,2016,1,1980,201601
전북,전용면적 60㎡이하,2016,1,1908,201601
전북,전용면적 60㎡초과 85㎡이하,2016,1,1987,201601
전북,전용면적 85㎡초과 102㎡이하,2016,1,2377,201601
전북,전용면적 102㎡초과,2016,1,2282,201601
전남,전체,2016,1,1909,201601
전남,전용면적 60㎡이하,2016,1,1999,201601
전남,전용면적 60㎡초과 85㎡이하,2016,1,1906,201601
전남,전용면적 85㎡초과 102㎡이하,2016,1,2262,201601
전남,전용면적 102㎡초과,2016,1,2176,201601
경북,전체,2016,1,2181,201601
경북,전용면적 60㎡이하,2016,1,2178,201601
경북,전용면적 60㎡초과 85㎡이하,2016,1,2185,201601
경북,전용면적 85㎡초과 102㎡이하,2016,1,2516,201601
경북,전용면적 102㎡초과,2016,1,2346,201601
경남,전체,2016,1,2327,201601
경남,전용면적 60㎡이하,2016,1,2270,201601
경남,전용면적 60㎡초과 85㎡이하,2016,1,2348,201601
경남,전용면적 85㎡초과 102㎡이하,2016,1,2925,201601
경남,전용면적 102㎡초과,2016,1,2828,201601
제주,전체,2016,1,2268,201601
제주,전용면적 60㎡이하,2016,1,  ,201601
제주,전용면적 60㎡초과 85㎡이하,2016,1,2260,201601
제주,전용면적 85㎡초과 102㎡이하,2016,1,2583,201601
제주,전용면적 102㎡초과,2016,1,2574,201601
서울,전체,2016,2,6111,201602
서울,전용면적 60㎡이하,2016,2,6438,201602
서울,전용면적 60㎡초과 85㎡이하,2016,2,6039,201602
서울,전용면적 85㎡초과 102㎡이하,2016,2,6513,201602
서울,전용면적 102㎡초과,2016,2,6458,201602
인천,전체,2016,2,3192,201602
인천,전용면적 60㎡이하,2016,2,3328,201602
인천,전용면적 60㎡초과 85㎡이하,2016,2,3112,201602
인천,전용면적 85㎡초과 102㎡이하,2016,2,3545,201602
인천,전용면적 102㎡초과,2016,2,3408,201602
경기,전체,2016,2,3219,201602
경기,전용면적 60㎡이하,2016,2,3294,201602
경기,전용면적 60㎡초과 85㎡이하,2016,2,3268,201602
경기,전용면적 85㎡초과 102㎡이하,2016,2,3381,201602
경기,전용면적 102㎡초과,2016,2,3669,201602
부산,전체,2016,2,3154,201602
부산,전용면적 60㎡이하,2016,2,2999,201602
부산,전용면적 60㎡초과 85㎡이하,2016,2,3060,201602
부산,전용면적 85㎡초과 102㎡이하,2016,2,2957,201602
부산,전용면적 102㎡초과,2016,2,3812,201602
대구,전체,2016,2,3064,201602
대구,전용면적 60㎡이하,2016,2,3341,201602
대구,전용면적 60㎡초과 85㎡이하,2016,2,3079,201602
대구,전용면적 85㎡초과 102㎡이하,2016,2,2532,201602
대구,전용면적 102㎡초과,2016,2,2743,201602
광주,전체,2016,2,2569,201602
광주,전용면적 60㎡이하,2016,2,2395,201602
광주,전용면적 60㎡초과 85㎡이하,2016,2,2582,201602
광주,전용면적 85㎡초과 102㎡이하,2016,2,,201602
광주,전용면적 102㎡초과,2016,2,,201602
대전,전체,2016,2,2454,201602
대전,전용면적 60㎡이하,2016,2,2585,201602
대전,전용면적 60㎡초과 85㎡이하,2016,2,2428,201602
대전,전용면적 85㎡초과 102㎡이하,2016,2,2461,201602
대전,전용면적 102㎡초과,2016,2,,201602
울산,전체,2016,2,3046,201602
울산,전용면적 60㎡이하,2016,2,2584,201602
울산,전용면적 60㎡초과 85㎡이하,2016,2,3053,201602
울산,전용면적 85㎡초과 102㎡이하,2016,2,2663,201602
울산,전용면적 102㎡초과,2016,2,2874,201602
세종,전체,2016,2,2665,201602
세종,전용면적 60㎡이하,2016,2,2601,201602
세종,전용면적 60㎡초과 85㎡이하,2016,2,2676,201602
세종,전용면적 85㎡초과 102㎡이하,2016,2,2661,201602
세종,전용면적 102㎡초과,2016,2,2752,201602
강원,전체,2016,2,2173,201602
강원,전용면적 60㎡이하,2016,2,2290,201602
강원,전용면적 60㎡초과 85㎡이하,2016,2,2200,201602
강원,전용면적 85㎡초과 102㎡이하,2016,2,,201602
강원,전용면적 102㎡초과,2016,2,2350,201602
충북,전체,2016,2,2008,201602
충북,전용면적 60㎡이하,2016,2,1952,201602
충북,전용면적 60㎡초과 85㎡이하,2016,2,2021,201602
충북,전용면적 85㎡초과 102㎡이하,2016,2,2276,201602
충북,전용면적 102㎡초과,2016,2,2261,201602
충남,전체,2016,2,2272,201602
충남,전용면적 60㎡이하,2016,2,2496,201602
충남,전용면적 60㎡초과 85㎡이하,2016,2,2282,201602
충남,전용면적 85㎡초과 102㎡이하,2016,2,2541,201602
충남,전용면적 102㎡초과,2016,2,2444,201602
전북,전체,2016,2,1980,201602
전북,전용면적 60㎡이하,2016,2,1908,201602
전북,전용면적 60㎡초과 85㎡이하,2016,2,1987,201602
전북,전용면적 85㎡초과 102㎡이하,2016,2,2377,201602
전북,전용면적 102㎡초과,2016,2,2283,201602
전남,전체,2016,2,1923,201602
전남,전용면적 60㎡이하,2016,2,1999,201602
전남,전용면적 60㎡초과 85㎡이하,2016,2,1921,201602
전남,전용면적 85㎡초과 102㎡이하,2016,2,2262,201602
전남,전용면적 102㎡초과,2016,2,2176,201602
경북,전체,2016,2,2179,201602
경북,전용면적 60㎡이하,2016,2,2172,201602
경북,전용면적 60㎡초과 85㎡이하,2016,2,2191,201602
경북,전용면적 85㎡초과 102㎡이하,2016,2,2532,201602
경북,전용면적 102㎡초과,2016,2,2346,201602
경남,전체,2016,2,2358,201602
경남,전용면적 60㎡이하,2016,2,2361,201602
경남,전용면적 60㎡초과 85㎡이하,2016,2,2375,201602
경남,전용면적 85㎡초과 102㎡이하,2016,2,2925,201602
경남,전용면적 102㎡초과,2016,2,2673,201602
제주,전체,2016,2,2268,201602
제주,전용면적 60㎡이하,2016,2,,201602
제주,전용면적 60㎡초과 85㎡이하,2016,2,2260,201602
제주,전용면적 85㎡초과 102㎡이하,2016,2,2583,201602
제주,전용면적 102㎡초과,2016,2,2574,201602
서울,전체,2016,3,6173,201603
서울,전용면적 60㎡이하,2016,3,6550,201603
서울,전용면적 60㎡초과 85㎡이하,2016,3,6127,201603
서울,전용면적 85㎡초과 102㎡이하,2016,3,7179,201603
서울,전용면적 102㎡초과,2016,3,6371,201603
인천,전체,2016,3,3190,201603
인천,전용면적 60㎡이하,2016,3,3323,201603
인천,전용면적 60㎡초과 85㎡이하,2016,3,3111,201603
인천,전용면적 85㎡초과 102㎡이하,2016,3,3545,201603
인천,전용면적 102㎡초과,2016,3,3408,201603
경기,전체,2016,3,3215,201603
경기,전용면적 60㎡이하,2016,3,3441,201603
경기,전용면적 60㎡초과 85㎡이하,2016,3,3259,201603
경기,전용면적 85㎡초과 102㎡이하,2016,3,3363,201603
경기,전용면적 102㎡초과,2016,3,3680,201603
부산,전체,2016,3,3178,201603
부산,전용면적 60㎡이하,2016,3,2951,201603
부산,전용면적 60㎡초과 85㎡이하,2016,3,3102,201603
부산,전용면적 85㎡초과 102㎡이하,2016,3,2957,201603
부산,전용면적 102㎡초과,2016,3,3727,201603
대구,전체,2016,3,3119,201603
대구,전용면적 60㎡이하,2016,3,3341,201603
대구,전용면적 60㎡초과 85㎡이하,2016,3,3154,201603
대구,전용면적 85㎡초과 102㎡이하,2016,3,2539,201603
대구,전용면적 102㎡초과,2016,3,2743,201603
광주,전체,2016,3,2590,201603
광주,전용면적 60㎡이하,2016,3,2470,201603
광주,전용면적 60㎡초과 85㎡이하,2016,3,2601,201603
광주,전용면적 85㎡초과 102㎡이하,2016,3,,201603
광주,전용면적 102㎡초과,2016,3,,201603
대전,전체,2016,3,2454,201603
대전,전용면적 60㎡이하,2016,3,2585,201603
대전,전용면적 60㎡초과 85㎡이하,2016,3,2428,201603
대전,전용면적 85㎡초과 102㎡이하,2016,3,2461,201603
대전,전용면적 102㎡초과,2016,3,,201603
울산,전체,2016,3,3066,201603
울산,전용면적 60㎡이하,2016,3,2584,201603
울산,전용면적 60㎡초과 85㎡이하,2016,3,3075,201603
울산,전용면적 85㎡초과 102㎡이하,2016,3,2663,201603
울산,전용면적 102㎡초과,2016,3,3057,201603
세종,전체,2016,3,2670,201603
세종,전용면적 60㎡이하,2016,3,2601,201603
세종,전용면적 60㎡초과 85㎡이하,2016,3,2681,201603
세종,전용면적 85㎡초과 102㎡이하,2016,3,2670,201603
세종,전용면적 102㎡초과,2016,3,2752,201603
강원,전체,2016,3,2194,201603
강원,전용면적 60㎡이하,2016,3,2249,201603
강원,전용면적 60㎡초과 85㎡이하,2016,3,2221,201603
강원,전용면적 85㎡초과 102㎡이하,2016,3,,201603
강원,전용면적 102㎡초과,2016,3,2350,201603
충북,전체,2016,3,1980,201603
충북,전용면적 60㎡이하,2016,3,1925,201603
충북,전용면적 60㎡초과 85㎡이하,2016,3,2021,201603
충북,전용면적 85㎡초과 102㎡이하,2016,3,2276,201603
충북,전용면적 102㎡초과,2016,3,2261,201603
충남,전체,2016,3,2115,201603
충남,전용면적 60㎡이하,2016,3,2226,201603
충남,전용면적 60㎡초과 85㎡이하,2016,3,2114,201603
충남,전용면적 85㎡초과 102㎡이하,2016,3,2541,201603
충남,전용면적 102㎡초과,2016,3,2444,201603
전북,전체,2016,3,1951,201603
전북,전용면적 60㎡이하,2016,3,1910,201603
전북,전용면적 60㎡초과 85㎡이하,2016,3,1959,201603
전북,전용면적 85㎡초과 102㎡이하,2016,3,2269,201603
전북,전용면적 102㎡초과,2016,3,2293,201603
전남,전체,2016,3,1921,201603
전남,전용면적 60㎡이하,2016,3,2002,201603
전남,전용면적 60㎡초과 85㎡이하,2016,3,1919,201603
전남,전용면적 85㎡초과 102㎡이하,2016,3,2262,201603
전남,전용면적 102㎡초과,2016,3,2176,201603
경북,전체,2016,3,2179,201603
경북,전용면적 60㎡이하,2016,3,2173,201603
경북,전용면적 60㎡초과 85㎡이하,2016,3,2191,201603
경북,전용면적 85㎡초과 102㎡이하,2016,3,2675,201603
경북,전용면적 102㎡초과,2016,3,2314,201603
경남,전체,2016,3,2383,201603
경남,전용면적 60㎡이하,2016,3,2366,201603
경남,전용면적 60㎡초과 85㎡이하,2016,3,2392,201603
경남,전용면적 85㎡초과 102㎡이하,2016,3,3053,201603
경남,전용면적 102㎡초과,2016,3,2645,201603
제주,전체,2016,3,2314,201603
제주,전용면적 60㎡이하,2016,3,,201603
제주,전용면적 60㎡초과 85㎡이하,2016,3,2314,201603
제주,전용면적 85㎡초과 102㎡이하,2016,3,,201603
제주,전용면적 102㎡초과,2016,3,,201603
서울,전체,2016,4,6241,201604
서울,전용면적 60㎡이하,2016,4,6618,201604
서울,전용면적 60㎡초과 85㎡이하,2016,4,6196,201604
서울,전용면적 85㎡초과 102㎡이하,2016,4,8096,201604
서울,전용면적 102㎡초과,2016,4,6353,201604
인천,전체,2016,4,3238,201604
인천,전용면적 60㎡이하,2016,4,3323,201604
인천,전용면적 60㎡초과 85㎡이하,2016,4,3147,201604
