분양가격(㎡),지역명,규모구분,date,신규취급액기준 COFIX,CPI총지수,전산업생산지수(원지수),google
5841.0,서울,전체,201510,1.57,100.33,102.5,17.25
5652.0,서울,전용면적 60㎡이하,201510,1.57,100.33,102.5,17.25
5882.0,서울,전용면적 60㎡초과 85㎡이하,201510,1.57,100.33,102.5,17.25
5721.0,서울,전용면적 85㎡초과 102㎡이하,201510,1.57,100.33,102.5,17.25
5879.0,서울,전용면적 102㎡초과,201510,1.57,100.33,102.5,17.25
3163.0,인천,전체,201510,1.57,100.33,102.5,17.25
3488.0,인천,전용면적 60㎡이하,201510,1.57,100.33,102.5,17.25
3119.0,인천,전용면적 60㎡초과 85㎡이하,201510,1.57,100.33,102.5,17.25
3545.0,인천,전용면적 85㎡초과 102㎡이하,201510,1.57,100.33,102.5,17.25
3408.0,인천,전용면적 102㎡초과,201510,1.57,100.33,102.5,17.25
3138.0,경기,전체,201510,1.57,100.33,102.5,17.25
3126.0,경기,전용면적 60㎡이하,201510,1.57,100.33,102.5,17.25
3239.0,경기,전용면적 60㎡초과 85㎡이하,201510,1.57,100.33,102.5,17.25
3496.0,경기,전용면적 85㎡초과 102㎡이하,201510,1.57,100.33,102.5,17.25
3680.0,경기,전용면적 102㎡초과,201510,1.57,100.33,102.5,17.25
3112.0,부산,전체,201510,1.57,100.33,102.5,17.25
2950.0,부산,전용면적 60㎡이하,201510,1.57,100.33,102.5,17.25
2999.0,부산,전용면적 60㎡초과 85㎡이하,201510,1.57,100.33,102.5,17.25
2957.0,부산,전용면적 85㎡초과 102㎡이하,201510,1.57,100.33,102.5,17.25
3500.0,부산,전용면적 102㎡초과,201510,1.57,100.33,102.5,17.25
2682.0,대구,전체,201510,1.57,100.33,102.5,17.25
2614.0,대구,전용면적 60㎡이하,201510,1.57,100.33,102.5,17.25
2696.0,대구,전용면적 60㎡초과 85㎡이하,201510,1.57,100.33,102.5,17.25
2557.0,대구,전용면적 85㎡초과 102㎡이하,201510,1.57,100.33,102.5,17.25
2598.0,대구,전용면적 102㎡초과,201510,1.57,100.33,102.5,17.25
2420.0,광주,전체,201510,1.57,100.33,102.5,17.25
2253.0,광주,전용면적 60㎡이하,201510,1.57,100.33,102.5,17.25
2439.0,광주,전용면적 60㎡초과 85㎡이하,201510,1.57,100.33,102.5,17.25
2454.0,대전,전체,201510,1.57,100.33,102.5,17.25
2585.0,대전,전용면적 60㎡이하,201510,1.57,100.33,102.5,17.25
2428.0,대전,전용면적 60㎡초과 85㎡이하,201510,1.57,100.33,102.5,17.25
2461.0,대전,전용면적 85㎡초과 102㎡이하,201510,1.57,100.33,102.5,17.25
3053.0,울산,전체,201510,1.57,100.33,102.5,17.25
2422.0,울산,전용면적 60㎡이하,201510,1.57,100.33,102.5,17.25
3040.0,울산,전용면적 60㎡초과 85㎡이하,201510,1.57,100.33,102.5,17.25
2951.0,울산,전용면적 85㎡초과 102㎡이하,201510,1.57,100.33,102.5,17.25
2690.0,울산,전용면적 102㎡초과,201510,1.57,100.33,102.5,17.25
2642.0,세종,전체,201510,1.57,100.33,102.5,17.25
2572.0,세종,전용면적 60㎡이하,201510,1.57,100.33,102.5,17.25
2657.0,세종,전용면적 60㎡초과 85㎡이하,201510,1.57,100.33,102.5,17.25
2644.0,세종,전용면적 85㎡초과 102㎡이하,201510,1.57,100.33,102.5,17.25
2692.0,세종,전용면적 102㎡초과,201510,1.57,100.33,102.5,17.25
2167.0,강원,전체,201510,1.57,100.33,102.5,17.25
2286.0,강원,전용면적 60㎡이하,201510,1.57,100.33,102.5,17.25
2212.0,강원,전용면적 60㎡초과 85㎡이하,201510,1.57,100.33,102.5,17.25
2061.0,강원,전용면적 85㎡초과 102㎡이하,201510,1.57,100.33,102.5,17.25
2171.0,강원,전용면적 102㎡초과,201510,1.57,100.33,102.5,17.25
2032.0,충북,전체,201510,1.57,100.33,102.5,17.25
1919.0,충북,전용면적 60㎡이하,201510,1.57,100.33,102.5,17.25
2033.0,충북,전용면적 60㎡초과 85㎡이하,201510,1.57,100.33,102.5,17.25
2102.0,충북,전용면적 85㎡초과 102㎡이하,201510,1.57,100.33,102.5,17.25
2369.0,충북,전용면적 102㎡초과,201510,1.57,100.33,102.5,17.25
2099.0,충남,전체,201510,1.57,100.33,102.5,17.25
2206.0,충남,전용면적 60㎡이하,201510,1.57,100.33,102.5,17.25
2101.0,충남,전용면적 60㎡초과 85㎡이하,201510,1.57,100.33,102.5,17.25
2743.0,충남,전용면적 85㎡초과 102㎡이하,201510,1.57,100.33,102.5,17.25
2442.0,충남,전용면적 102㎡초과,201510,1.57,100.33,102.5,17.25
2054.0,전북,전체,201510,1.57,100.33,102.5,17.25
2127.0,전북,전용면적 60㎡이하,201510,1.57,100.33,102.5,17.25
2056.0,전북,전용면적 60㎡초과 85㎡이하,201510,1.57,100.33,102.5,17.25
2377.0,전북,전용면적 85㎡초과 102㎡이하,201510,1.57,100.33,102.5,17.25
2250.0,전북,전용면적 102㎡초과,201510,1.57,100.33,102.5,17.25
1925.0,전남,전체,201510,1.57,100.33,102.5,17.25
1999.0,전남,전용면적 60㎡이하,201510,1.57,100.33,102.5,17.25
1922.0,전남,전용면적 60㎡초과 85㎡이하,201510,1.57,100.33,102.5,17.25
2262.0,전남,전용면적 85㎡초과 102㎡이하,201510,1.57,100.33,102.5,17.25
2292.0,전남,전용면적 102㎡초과,201510,1.57,100.33,102.5,17.25
2148.0,경북,전체,201510,1.57,100.33,102.5,17.25
2204.0,경북,전용면적 60㎡이하,201510,1.57,100.33,102.5,17.25
2145.0,경북,전용면적 60㎡초과 85㎡이하,201510,1.57,100.33,102.5,17.25
2308.0,경북,전용면적 85㎡초과 102㎡이하,201510,1.57,100.33,102.5,17.25
2222.0,경북,전용면적 102㎡초과,201510,1.57,100.33,102.5,17.25
2291.0,경남,전체,201510,1.57,100.33,102.5,17.25
2239.0,경남,전용면적 60㎡이하,201510,1.57,100.33,102.5,17.25
2305.0,경남,전용면적 60㎡초과 85㎡이하,201510,1.57,100.33,102.5,17.25
2890.0,경남,전용면적 85㎡초과 102㎡이하,201510,1.57,100.33,102.5,17.25
3014.0,경남,전용면적 102㎡초과,201510,1.57,100.33,102.5,17.25
2232.0,제주,전체,201510,1.57,100.33,102.5,17.25
2225.0,제주,전용면적 60㎡초과 85㎡이하,201510,1.57,100.33,102.5,17.25
2583.0,제주,전용면적 85㎡초과 102㎡이하,201510,1.57,100.33,102.5,17.25
2574.0,제주,전용면적 102㎡초과,201510,1.57,100.33,102.5,17.25
6050.0,서울,전체,201511,1.66,100.18,101.6,31.6
6320.0,서울,전용면적 60㎡이하,201511,1.66,100.18,101.6,31.6
5964.0,서울,전용면적 60㎡초과 85㎡이하,201511,1.66,100.18,101.6,31.6
7092.0,서울,전용면적 85㎡초과 102㎡이하,201511,1.66,100.18,101.6,31.6
6551.0,서울,전용면적 102㎡초과,201511,1.66,100.18,101.6,31.6
3184.0,인천,전체,201511,1.66,100.18,101.6,31.6
3328.0,인천,전용면적 60㎡이하,201511,1.66,100.18,101.6,31.6
3119.0,인천,전용면적 60㎡초과 85㎡이하,201511,1.66,100.18,101.6,31.6
3545.0,인천,전용면적 85㎡초과 102㎡이하,201511,1.66,100.18,101.6,31.6
3408.0,인천,전용면적 102㎡초과,201511,1.66,100.18,101.6,31.6
3098.0,경기,전체,201511,1.66,100.18,101.6,31.6
3079.0,경기,전용면적 60㎡이하,201511,1.66,100.18,101.6,31.6
3202.0,경기,전용면적 60㎡초과 85㎡이하,201511,1.66,100.18,101.6,31.6
3391.0,경기,전용면적 85㎡초과 102㎡이하,201511,1.66,100.18,101.6,31.6
3724.0,경기,전용면적 102㎡초과,201511,1.66,100.18,101.6,31.6
3131.0,부산,전체,201511,1.66,100.18,101.6,31.6
2982.0,부산,전용면적 60㎡이하,201511,1.66,100.18,101.6,31.6
3037.0,부산,전용면적 60㎡초과 85㎡이하,201511,1.66,100.18,101.6,31.6
2957.0,부산,전용면적 85㎡초과 102㎡이하,201511,1.66,100.18,101.6,31.6
3739.0,부산,전용면적 102㎡초과,201511,1.66,100.18,101.6,31.6
2749.0,대구,전체,201511,1.66,100.18,101.6,31.6
2503.0,대구,전용면적 60㎡이하,201511,1.66,100.18,101.6,31.6
2806.0,대구,전용면적 60㎡초과 85㎡이하,201511,1.66,100.18,101.6,31.6
2557.0,대구,전용면적 85㎡초과 102㎡이하,201511,1.66,100.18,101.6,31.6
2743.0,대구,전용면적 102㎡초과,201511,1.66,100.18,101.6,31.6
2424.0,광주,전체,201511,1.66,100.18,101.6,31.6
2251.0,광주,전용면적 60㎡이하,201511,1.66,100.18,101.6,31.6
2444.0,광주,전용면적 60㎡초과 85㎡이하,201511,1.66,100.18,101.6,31.6
2454.0,대전,전체,201511,1.66,100.18,101.6,31.6
2585.0,대전,전용면적 60㎡이하,201511,1.66,100.18,101.6,31.6
2428.0,대전,전용면적 60㎡초과 85㎡이하,201511,1.66,100.18,101.6,31.6
2461.0,대전,전용면적 85㎡초과 102㎡이하,201511,1.66,100.18,101.6,31.6
3043.0,울산,전체,201511,1.66,100.18,101.6,31.6
2584.0,울산,전용면적 60㎡이하,201511,1.66,100.18,101.6,31.6
3048.0,울산,전용면적 60㎡초과 85㎡이하,201511,1.66,100.18,101.6,31.6
2663.0,울산,전용면적 85㎡초과 102㎡이하,201511,1.66,100.18,101.6,31.6
2874.0,울산,전용면적 102㎡초과,201511,1.66,100.18,101.6,31.6
2648.0,세종,전체,201511,1.66,100.18,101.6,31.6
2572.0,세종,전용면적 60㎡이하,201511,1.66,100.18,101.6,31.6
2666.0,세종,전용면적 60㎡초과 85㎡이하,201511,1.66,100.18,101.6,31.6
2644.0,세종,전용면적 85㎡초과 102㎡이하,201511,1.66,100.18,101.6,31.6
2749.0,세종,전용면적 102㎡초과,201511,1.66,100.18,101.6,31.6
2171.0,강원,전체,201511,1.66,100.18,101.6,31.6
2292.0,강원,전용면적 60㎡이하,201511,1.66,100.18,101.6,31.6
2193.0,강원,전용면적 60㎡초과 85㎡이하,201511,1.66,100.18,101.6,31.6
2061.0,강원,전용면적 85㎡초과 102㎡이하,201511,1.66,100.18,101.6,31.6
2171.0,강원,전용면적 102㎡초과,201511,1.66,100.18,101.6,31.6
2004.0,충북,전체,201511,1.66,100.18,101.6,31.6
1921.0,충북,전용면적 60㎡이하,201511,1.66,100.18,101.6,31.6
2015.0,충북,전용면적 60㎡초과 85㎡이하,201511,1.66,100.18,101.6,31.6
1868.0,충북,전용면적 85㎡초과 102㎡이하,201511,1.66,100.18,101.6,31.6
2277.0,충북,전용면적 102㎡초과,201511,1.66,100.18,101.6,31.6
2100.0,충남,전체,201511,1.66,100.18,101.6,31.6
2214.0,충남,전용면적 60㎡이하,201511,1.66,100.18,101.6,31.6
2105.0,충남,전용면적 60㎡초과 85㎡이하,201511,1.66,100.18,101.6,31.6
2523.0,충남,전용면적 85㎡초과 102㎡이하,201511,1.66,100.18,101.6,31.6
2468.0,충남,전용면적 102㎡초과,201511,1.66,100.18,101.6,31.6
2057.0,전북,전체,201511,1.66,100.18,101.6,31.6
2129.0,전북,전용면적 60㎡이하,201511,1.66,100.18,101.6,31.6
2057.0,전북,전용면적 60㎡초과 85㎡이하,201511,1.66,100.18,101.6,31.6
2377.0,전북,전용면적 85㎡초과 102㎡이하,201511,1.66,100.18,101.6,31.6
2282.0,전북,전용면적 102㎡초과,201511,1.66,100.18,101.6,31.6
1909.0,전남,전체,201511,1.66,100.18,101.6,31.6
1999.0,전남,전용면적 60㎡이하,201511,1.66,100.18,101.6,31.6
1906.0,전남,전용면적 60㎡초과 85㎡이하,201511,1.66,100.18,101.6,31.6
2262.0,전남,전용면적 85㎡초과 102㎡이하,201511,1.66,100.18,101.6,31.6
2176.0,전남,전용면적 102㎡초과,201511,1.66,100.18,101.6,31.6
2190.0,경북,전체,201511,1.66,100.18,101.6,31.6
2210.0,경북,전용면적 60㎡이하,201511,1.66,100.18,101.6,31.6
2186.0,경북,전용면적 60㎡초과 85㎡이하,201511,1.66,100.18,101.6,31.6
2516.0,경북,전용면적 85㎡초과 102㎡이하,201511,1.66,100.18,101.6,31.6
2370.0,경북,전용면적 102㎡초과,201511,1.66,100.18,101.6,31.6
2298.0,경남,전체,201511,1.66,100.18,101.6,31.6
2200.0,경남,전용면적 60㎡이하,201511,1.66,100.18,101.6,31.6
2322.0,경남,전용면적 60㎡초과 85㎡이하,201511,1.66,100.18,101.6,31.6
2980.0,경남,전용면적 85㎡초과 102㎡이하,201511,1.66,100.18,101.6,31.6
3043.0,경남,전용면적 102㎡초과,201511,1.66,100.18,101.6,31.6
2232.0,제주,전체,201511,1.66,100.18,101.6,31.6
2225.0,제주,전용면적 60㎡초과 85㎡이하,201511,1.66,100.18,101.6,31.6
2583.0,제주,전용면적 85㎡초과 102㎡이하,201511,1.66,100.18,101.6,31.6
2574.0,제주,전용면적 102㎡초과,201511,1.66,100.18,101.6,31.6
6041.0,서울,전체,201512,1.72,100.55,112.3,21.75
6321.0,서울,전용면적 60㎡이하,201512,1.72,100.55,112.3,21.75
5966.0,서울,전용면적 60㎡초과 85㎡이하,201512,1.72,100.55,112.3,21.75
6513.0,서울,전용면적 85㎡초과 102㎡이하,201512,1.72,100.55,112.3,21.75
6551.0,서울,전용면적 102㎡초과,201512,1.72,100.55,112.3,21.75
3184.0,인천,전체,201512,1.72,100.55,112.3,21.75
3328.0,인천,전용면적 60㎡이하,201512,1.72,100.55,112.3,21.75
3119.0,인천,전용면적 60㎡초과 85㎡이하,201512,1.72,100.55,112.3,21.75
3545.0,인천,전용면적 85㎡초과 102㎡이하,201512,1.72,100.55,112.3,21.75
3408.0,인천,전용면적 102㎡초과,201512,1.72,100.55,112.3,21.75
3198.0,경기,전체,201512,1.72,100.55,112.3,21.75
3293.0,경기,전용면적 60㎡이하,201512,1.72,100.55,112.3,21.75
3314.0,경기,전용면적 60㎡초과 85㎡이하,201512,1.72,100.55,112.3,21.75
3449.0,경기,전용면적 85㎡초과 102㎡이하,201512,1.72,100.55,112.3,21.75
3850.0,경기,전용면적 102㎡초과,201512,1.72,100.55,112.3,21.75
3127.0,부산,전체,201512,1.72,100.55,112.3,21.75
2951.0,부산,전용면적 60㎡이하,201512,1.72,100.55,112.3,21.75
3032.0,부산,전용면적 60㎡초과 85㎡이하,201512,1.72,100.55,112.3,21.75
2957.0,부산,전용면적 85㎡초과 102㎡이하,201512,1.72,100.55,112.3,21.75
3739.0,부산,전용면적 102㎡초과,201512,1.72,100.55,112.3,21.75
2962.0,대구,전체,201512,1.72,100.55,112.3,21.75
3282.0,대구,전용면적 60㎡이하,201512,1.72,100.55,112.3,21.75
2971.0,대구,전용면적 60㎡초과 85㎡이하,201512,1.72,100.55,112.3,21.75
2532.0,대구,전용면적 85㎡초과 102㎡이하,201512,1.72,100.55,112.3,21.75
2743.0,대구,전용면적 102㎡초과,201512,1.72,100.55,112.3,21.75
2476.0,광주,전체,201512,1.72,100.55,112.3,21.75
2395.0,광주,전용면적 60㎡이하,201512,1.72,100.55,112.3,21.75
2489.0,광주,전용면적 60㎡초과 85㎡이하,201512,1.72,100.55,112.3,21.75
2454.0,대전,전체,201512,1.72,100.55,112.3,21.75
2585.0,대전,전용면적 60㎡이하,201512,1.72,100.55,112.3,21.75
2428.0,대전,전용면적 60㎡초과 85㎡이하,201512,1.72,100.55,112.3,21.75
2461.0,대전,전용면적 85㎡초과 102㎡이하,201512,1.72,100.55,112.3,21.75
3043.0,울산,전체,201512,1.72,100.55,112.3,21.75
2584.0,울산,전용면적 60㎡이하,201512,1.72,100.55,112.3,21.75
3048.0,울산,전용면적 60㎡초과 85㎡이하,201512,1.72,100.55,112.3,21.75
2663.0,울산,전용면적 85㎡초과 102㎡이하,201512,1.72,100.55,112.3,21.75
2874.0,울산,전용면적 102㎡초과,201512,1.72,100.55,112.3,21.75
2665.0,세종,전체,201512,1.72,100.55,112.3,21.75
2601.0,세종,전용면적 60㎡이하,201512,1.72,100.55,112.3,21.75
2676.0,세종,전용면적 60㎡초과 85㎡이하,201512,1.72,100.55,112.3,21.75
2661.0,세종,전용면적 85㎡초과 102㎡이하,201512,1.72,100.55,112.3,21.75
2752.0,세종,전용면적 102㎡초과,201512,1.72,100.55,112.3,21.75
2171.0,강원,전체,201512,1.72,100.55,112.3,21.75
2292.0,강원,전용면적 60㎡이하,201512,1.72,100.55,112.3,21.75
2193.0,강원,전용면적 60㎡초과 85㎡이하,201512,1.72,100.55,112.3,21.75
2061.0,강원,전용면적 85㎡초과 102㎡이하,201512,1.72,100.55,112.3,21.75
2171.0,강원,전용면적 102㎡초과,201512,1.72,100.55,112.3,21.75
2005.0,충북,전체,201512,1.72,100.55,112.3,21.75
1941.0,충북,전용면적 60㎡이하,201512,1.72,100.55,112.3,21.75
2017.0,충북,전용면적 60㎡초과 85㎡이하,201512,1.72,100.55,112.3,21.75
2276.0,충북,전용면적 85㎡초과 102㎡이하,201512,1.72,100.55,112.3,21.75
2261.0,충북,전용면적 102㎡초과,201512,1.72,100.55,112.3,21.75
2269.0,충남,전체,201512,1.72,100.55,112.3,21.75
2438.0,충남,전용면적 60㎡이하,201512,1.72,100.55,112.3,21.75
2279.0,충남,전용면적 60㎡초과 85㎡이하,201512,1.72,100.55,112.3,21.75
2523.0,충남,전용면적 85㎡초과 102㎡이하,201512,1.72,100.55,112.3,21.75
2444.0,충남,전용면적 102㎡초과,201512,1.72,100.55,112.3,21.75
1983.0,전북,전체,201512,1.72,100.55,112.3,21.75
1925.0,전북,전용면적 60㎡이하,201512,1.72,100.55,112.3,21.75
1987.0,전북,전용면적 60㎡초과 85㎡이하,201512,1.72,100.55,112.3,21.75
2377.0,전북,전용면적 85㎡초과 102㎡이하,201512,1.72,100.55,112.3,21.75
2282.0,전북,전용면적 102㎡초과,201512,1.72,100.55,112.3,21.75
1909.0,전남,전체,201512,1.72,100.55,112.3,21.75
1999.0,전남,전용면적 60㎡이하,201512,1.72,100.55,112.3,21.75
1906.0,전남,전용면적 60㎡초과 85㎡이하,201512,1.72,100.55,112.3,21.75
2262.0,전남,전용면적 85㎡초과 102㎡이하,201512,1.72,100.55,112.3,21.75
2176.0,전남,전용면적 102㎡초과,201512,1.72,100.55,112.3,21.75
2181.0,경북,전체,201512,1.72,100.55,112.3,21.75
2178.0,경북,전용면적 60㎡이하,201512,1.72,100.55,112.3,21.75
2184.0,경북,전용면적 60㎡초과 85㎡이하,201512,1.72,100.55,112.3,21.75
2516.0,경북,전용면적 85㎡초과 102㎡이하,201512,1.72,100.55,112.3,21.75
2370.0,경북,전용면적 102㎡초과,201512,1.72,100.55,112.3,21.75
2307.0,경남,전체,201512,1.72,100.55,112.3,21.75
2280.0,경남,전용면적 60㎡이하,201512,1.72,100.55,112.3,21.75
2329.0,경남,전용면적 60㎡초과 85㎡이하,201512,1.72,100.55,112.3,21.75
2934.0,경남,전용면적 85㎡초과 102㎡이하,201512,1.72,100.55,112.3,21.75
3019.0,경남,전용면적 102㎡초과,201512,1.72,100.55,112.3,21.75
2268.0,제주,전체,201512,1.72,100.55,112.3,21.75
2260.0,제주,전용면적 60㎡초과 85㎡이하,201512,1.72,100.55,112.3,21.75
2583.0,제주,전용면적 85㎡초과 102㎡이하,201512,1.72,100.55,112.3,21.75
2574.0,제주,전용면적 102㎡초과,201512,1.72,100.55,112.3,21.75
6108.0,서울,전체,201601,1.65,100.63,97.0,10.4
6427.0,서울,전용면적 60㎡이하,201601,1.65,100.63,97.0,10.4
6036.0,서울,전용면적 60㎡초과 85㎡이하,201601,1.65,100.63,97.0,10.4
6513.0,서울,전용면적 85㎡초과 102㎡이하,201601,1.65,100.63,97.0,10.4
6551.0,서울,전용면적 102㎡초과,201601,1.65,100.63,97.0,10.4
3191.0,인천,전체,201601,1.65,100.63,97.0,10.4
3328.0,인천,전용면적 60㎡이하,201601,1.65,100.63,97.0,10.4
3110.0,인천,전용면적 60㎡초과 85㎡이하,201601,1.65,100.63,97.0,10.4
3545.0,인천,전용면적 85㎡초과 102㎡이하,201601,1.65,100.63,97.0,10.4
3408.0,인천,전용면적 102㎡초과,201601,1.65,100.63,97.0,10.4
3198.0,경기,전체,201601,1.65,100.63,97.0,10.4
3293.0,경기,전용면적 60㎡이하,201601,1.65,100.63,97.0,10.4
3313.0,경기,전용면적 60㎡초과 85㎡이하,201601,1.65,100.63,97.0,10.4
3450.0,경기,전용면적 85㎡초과 102㎡이하,201601,1.65,100.63,97.0,10.4
3850.0,경기,전용면적 102㎡초과,201601,1.65,100.63,97.0,10.4
3152.0,부산,전체,201601,1.65,100.63,97.0,10.4
2951.0,부산,전용면적 60㎡이하,201601,1.65,100.63,97.0,10.4
3057.0,부산,전용면적 60㎡초과 85㎡이하,201601,1.65,100.63,97.0,10.4
2957.0,부산,전용면적 85㎡초과 102㎡이하,201601,1.65,100.63,97.0,10.4
3812.0,부산,전용면적 102㎡초과,201601,1.65,100.63,97.0,10.4
3086.0,대구,전체,201601,1.65,100.63,97.0,10.4
3341.0,대구,전용면적 60㎡이하,201601,1.65,100.63,97.0,10.4
3103.0,대구,전용면적 60㎡초과 85㎡이하,201601,1.65,100.63,97.0,10.4
2532.0,대구,전용면적 85㎡초과 102㎡이하,201601,1.65,100.63,97.0,10.4
2743.0,대구,전용면적 102㎡초과,201601,1.65,100.63,97.0,10.4
2569.0,광주,전체,201601,1.65,100.63,97.0,10.4
2395.0,광주,전용면적 60㎡이하,201601,1.65,100.63,97.0,10.4
2582.0,광주,전용면적 60㎡초과 85㎡이하,201601,1.65,100.63,97.0,10.4
2454.0,대전,전체,201601,1.65,100.63,97.0,10.4
2585.0,대전,전용면적 60㎡이하,201601,1.65,100.63,97.0,10.4
2428.0,대전,전용면적 60㎡초과 85㎡이하,201601,1.65,100.63,97.0,10.4
2461.0,대전,전용면적 85㎡초과 102㎡이하,201601,1.65,100.63,97.0,10.4
3046.0,울산,전체,201601,1.65,100.63,97.0,10.4
2584.0,울산,전용면적 60㎡이하,201601,1.65,100.63,97.0,10.4
3053.0,울산,전용면적 60㎡초과 85㎡이하,201601,1.65,100.63,97.0,10.4
2663.0,울산,전용면적 85㎡초과 102㎡이하,201601,1.65,100.63,97.0,10.4
2874.0,울산,전용면적 102㎡초과,201601,1.65,100.63,97.0,10.4
2665.0,세종,전체,201601,1.65,100.63,97.0,10.4
2601.0,세종,전용면적 60㎡이하,201601,1.65,100.63,97.0,10.4
2676.0,세종,전용면적 60㎡초과 85㎡이하,201601,1.65,100.63,97.0,10.4
2661.0,세종,전용면적 85㎡초과 102㎡이하,201601,1.65,100.63,97.0,10.4
2752.0,세종,전용면적 102㎡초과,201601,1.65,100.63,97.0,10.4
2173.0,강원,전체,201601,1.65,100.63,97.0,10.4
2290.0,강원,전용면적 60㎡이하,201601,1.65,100.63,97.0,10.4
2199.0,강원,전용면적 60㎡초과 85㎡이하,201601,1.65,100.63,97.0,10.4
2061.0,강원,전용면적 85㎡초과 102㎡이하,201601,1.65,100.63,97.0,10.4
2171.0,강원,전용면적 102㎡초과,201601,1.65,100.63,97.0,10.4
2008.0,충북,전체,201601,1.65,100.63,97.0,10.4
1952.0,충북,전용면적 60㎡이하,201601,1.65,100.63,97.0,10.4
2021.0,충북,전용면적 60㎡초과 85㎡이하,201601,1.65,100.63,97.0,10.4
2276.0,충북,전용면적 85㎡초과 102㎡이하,201601,1.65,100.63,97.0,10.4
2261.0,충북,전용면적 102㎡초과,201601,1.65,100.63,97.0,10.4
2270.0,충남,전체,201601,1.65,100.63,97.0,10.4
2481.0,충남,전용면적 60㎡이하,201601,1.65,100.63,97.0,10.4
2281.0,충남,전용면적 60㎡초과 85㎡이하,201601,1.65,100.63,97.0,10.4
2541.0,충남,전용면적 85㎡초과 102㎡이하,201601,1.65,100.63,97.0,10.4
2444.0,충남,전용면적 102㎡초과,201601,1.65,100.63,97.0,10.4
1980.0,전북,전체,201601,1.65,100.63,97.0,10.4
1908.0,전북,전용면적 60㎡이하,201601,1.65,100.63,97.0,10.4
1987.0,전북,전용면적 60㎡초과 85㎡이하,201601,1.65,100.63,97.0,10.4
2377.0,전북,전용면적 85㎡초과 102㎡이하,201601,1.65,100.63,97.0,10.4
2282.0,전북,전용면적 102㎡초과,201601,1.65,100.63,97.0,10.4
1909.0,전남,전체,201601,1.65,100.63,97.0,10.4
1999.0,전남,전용면적 60㎡이하,201601,1.65,100.63,97.0,10.4
1906.0,전남,전용면적 60㎡초과 85㎡이하,201601,1.65,100.63,97.0,10.4
2262.0,전남,전용면적 85㎡초과 102㎡이하,201601,1.65,100.63,97.0,10.4
2176.0,전남,전용면적 102㎡초과,201601,1.65,100.63,97.0,10.4
2181.0,경북,전체,201601,1.65,100.63,97.0,10.4
2178.0,경북,전용면적 60㎡이하,201601,1.65,100.63,97.0,10.4
2185.0,경북,전용면적 60㎡초과 85㎡이하,201601,1.65,100.63,97.0,10.4
2516.0,경북,전용면적 85㎡초과 102㎡이하,201601,1.65,100.63,97.0,10.4
2346.0,경북,전용면적 102㎡초과,201601,1.65,100.63,97.0,10.4
2327.0,경남,전체,201601,1.65,100.63,97.0,10.4
2270.0,경남,전용면적 60㎡이하,201601,1.65,100.63,97.0,10.4
2348.0,경남,전용면적 60㎡초과 85㎡이하,201601,1.65,100.63,97.0,10.4
2925.0,경남,전용면적 85㎡초과 102㎡이하,201601,1.65,100.63,97.0,10.4
2828.0,경남,전용면적 102㎡초과,201601,1.65,100.63,97.0,10.4
2268.0,제주,전체,201601,1.65,100.63,97.0,10.4
2260.0,제주,전용면적 60㎡초과 85㎡이하,201601,1.65,100.63,97.0,10.4
2583.0,제주,전용면적 85㎡초과 102㎡이하,201601,1.65,100.63,97.0,10.4
2574.0,제주,전용면적 102㎡초과,201601,1.65,100.63,97.0,10.4
6111.0,서울,전체,201602,1.57,101.03,93.4,13.0
6438.0,서울,전용면적 60㎡이하,201602,1.57,101.03,93.4,13.0
6039.0,서울,전용면적 60㎡초과 85㎡이하,201602,1.57,101.03,93.4,13.0
6513.0,서울,전용면적 85㎡초과 102㎡이하,201602,1.57,101.03,93.4,13.0
6458.0,서울,전용면적 102㎡초과,201602,1.57,101.03,93.4,13.0
3192.0,인천,전체,201602,1.57,101.03,93.4,13.0
3328.0,인천,전용면적 60㎡이하,201602,1.57,101.03,93.4,13.0
3112.0,인천,전용면적 60㎡초과 85㎡이하,201602,1.57,101.03,93.4,13.0
3545.0,인천,전용면적 85㎡초과 102㎡이하,201602,1.57,101.03,93.4,13.0
3408.0,인천,전용면적 102㎡초과,201602,1.57,101.03,93.4,13.0
3219.0,경기,전체,201602,1.57,101.03,93.4,13.0
3294.0,경기,전용면적 60㎡이하,201602,1.57,101.03,93.4,13.0
3268.0,경기,전용면적 60㎡초과 85㎡이하,201602,1.57,101.03,93.4,13.0
3381.0,경기,전용면적 85㎡초과 102㎡이하,201602,1.57,101.03,93.4,13.0
3669.0,경기,전용면적 102㎡초과,201602,1.57,101.03,93.4,13.0
3154.0,부산,전체,201602,1.57,101.03,93.4,13.0
2999.0,부산,전용면적 60㎡이하,201602,1.57,101.03,93.4,13.0
3060.0,부산,전용면적 60㎡초과 85㎡이하,201602,1.57,101.03,93.4,13.0
2957.0,부산,전용면적 85㎡초과 102㎡이하,201602,1.57,101.03,93.4,13.0
3812.0,부산,전용면적 102㎡초과,201602,1.57,101.03,93.4,13.0
3064.0,대구,전체,201602,1.57,101.03,93.4,13.0
3341.0,대구,전용면적 60㎡이하,201602,1.57,101.03,93.4,13.0
3079.0,대구,전용면적 60㎡초과 85㎡이하,201602,1.57,101.03,93.4,13.0
2532.0,대구,전용면적 85㎡초과 102㎡이하,201602,1.57,101.03,93.4,13.0
