분양가격(㎡),지역명,규모구분,date,신규취급액기준 COFIX,CPI총지수,전산업생산지수(원지수),google
2069.0,강원,전용면적 60㎡이하,201607,1.32,100.76,101.7,12.4
2139.0,강원,전용면적 60㎡초과 85㎡이하,201607,1.32,100.76,101.7,12.4
2339.0,강원,전용면적 102㎡초과,201607,1.32,100.76,101.7,12.4
2075.0,충북,전체,201607,1.32,100.76,101.7,12.4
2044.0,충북,전용면적 60㎡이하,201607,1.32,100.76,101.7,12.4
2150.0,충북,전용면적 60㎡초과 85㎡이하,201607,1.32,100.76,101.7,12.4
2276.0,충북,전용면적 85㎡초과 102㎡이하,201607,1.32,100.76,101.7,12.4
2243.0,충북,전용면적 102㎡초과,201607,1.32,100.76,101.7,12.4
2198.0,충남,전체,201607,1.32,100.76,101.7,12.4
2299.0,충남,전용면적 60㎡이하,201607,1.32,100.76,101.7,12.4
2188.0,충남,전용면적 60㎡초과 85㎡이하,201607,1.32,100.76,101.7,12.4
2614.0,충남,전용면적 85㎡초과 102㎡이하,201607,1.32,100.76,101.7,12.4
2749.0,충남,전용면적 102㎡초과,201607,1.32,100.76,101.7,12.4
1929.0,전북,전체,201607,1.32,100.76,101.7,12.4
1924.0,전북,전용면적 60㎡이하,201607,1.32,100.76,101.7,12.4
1936.0,전북,전용면적 60㎡초과 85㎡이하,201607,1.32,100.76,101.7,12.4
2290.0,전북,전용면적 85㎡초과 102㎡이하,201607,1.32,100.76,101.7,12.4
2323.0,전북,전용면적 102㎡초과,201607,1.32,100.76,101.7,12.4
1968.0,전남,전체,201607,1.32,100.76,101.7,12.4
1989.0,전남,전용면적 60㎡이하,201607,1.32,100.76,101.7,12.4
1965.0,전남,전용면적 60㎡초과 85㎡이하,201607,1.32,100.76,101.7,12.4
2364.0,전남,전용면적 85㎡초과 102㎡이하,201607,1.32,100.76,101.7,12.4
2264.0,전남,전용면적 102㎡초과,201607,1.32,100.76,101.7,12.4
2248.0,경북,전체,201607,1.32,100.76,101.7,12.4
2114.0,경북,전용면적 60㎡이하,201607,1.32,100.76,101.7,12.4
2265.0,경북,전용면적 60㎡초과 85㎡이하,201607,1.32,100.76,101.7,12.4
2675.0,경북,전용면적 85㎡초과 102㎡이하,201607,1.32,100.76,101.7,12.4
2526.0,경북,전용면적 102㎡초과,201607,1.32,100.76,101.7,12.4
2375.0,경남,전체,201607,1.32,100.76,101.7,12.4
2432.0,경남,전용면적 60㎡이하,201607,1.32,100.76,101.7,12.4
2370.0,경남,전용면적 60㎡초과 85㎡이하,201607,1.32,100.76,101.7,12.4
3052.0,경남,전용면적 85㎡초과 102㎡이하,201607,1.32,100.76,101.7,12.4
2740.0,경남,전용면적 102㎡초과,201607,1.32,100.76,101.7,12.4
2827.0,제주,전체,201607,1.32,100.76,101.7,12.4
2853.0,제주,전용면적 60㎡이하,201607,1.32,100.76,101.7,12.4
2730.0,제주,전용면적 60㎡초과 85㎡이하,201607,1.32,100.76,101.7,12.4
3107.0,제주,전용면적 85㎡초과 102㎡이하,201607,1.32,100.76,101.7,12.4
2605.0,제주,전용면적 102㎡초과,201607,1.32,100.76,101.7,12.4
6285.0,서울,전체,201608,1.31,101.15,100.8,32.5
6592.0,서울,전용면적 60㎡이하,201608,1.31,101.15,100.8,32.5
6424.0,서울,전용면적 60㎡초과 85㎡이하,201608,1.31,101.15,100.8,32.5
7270.0,서울,전용면적 85㎡초과 102㎡이하,201608,1.31,101.15,100.8,32.5
6603.0,서울,전용면적 102㎡초과,201608,1.31,101.15,100.8,32.5
3235.0,인천,전체,201608,1.31,101.15,100.8,32.5
3007.0,인천,전용면적 60㎡이하,201608,1.31,101.15,100.8,32.5
3289.0,인천,전용면적 60㎡초과 85㎡이하,201608,1.31,101.15,100.8,32.5
3454.0,인천,전용면적 85㎡초과 102㎡이하,201608,1.31,101.15,100.8,32.5
3632.0,인천,전용면적 102㎡초과,201608,1.31,101.15,100.8,32.5
3561.0,경기,전체,201608,1.31,101.15,100.8,32.5
3788.0,경기,전용면적 60㎡이하,201608,1.31,101.15,100.8,32.5
3552.0,경기,전용면적 60㎡초과 85㎡이하,201608,1.31,101.15,100.8,32.5
3303.0,경기,전용면적 85㎡초과 102㎡이하,201608,1.31,101.15,100.8,32.5
4046.0,경기,전용면적 102㎡초과,201608,1.31,101.15,100.8,32.5
3185.0,부산,전체,201608,1.31,101.15,100.8,32.5
3051.0,부산,전용면적 60㎡이하,201608,1.31,101.15,100.8,32.5
3101.0,부산,전용면적 60㎡초과 85㎡이하,201608,1.31,101.15,100.8,32.5
3383.0,부산,전용면적 85㎡초과 102㎡이하,201608,1.31,101.15,100.8,32.5
3874.0,부산,전용면적 102㎡초과,201608,1.31,101.15,100.8,32.5
3147.0,대구,전체,201608,1.31,101.15,100.8,32.5
3182.0,대구,전용면적 60㎡이하,201608,1.31,101.15,100.8,32.5
3154.0,대구,전용면적 60㎡초과 85㎡이하,201608,1.31,101.15,100.8,32.5
3045.0,대구,전용면적 85㎡초과 102㎡이하,201608,1.31,101.15,100.8,32.5
3045.0,대구,전용면적 102㎡초과,201608,1.31,101.15,100.8,32.5
2726.0,광주,전체,201608,1.31,101.15,100.8,32.5
2567.0,광주,전용면적 60㎡이하,201608,1.31,101.15,100.8,32.5
2728.0,광주,전용면적 60㎡초과 85㎡이하,201608,1.31,101.15,100.8,32.5
2754.0,광주,전용면적 85㎡초과 102㎡이하,201608,1.31,101.15,100.8,32.5
3518.0,광주,전용면적 102㎡초과,201608,1.31,101.15,100.8,32.5
2562.0,대전,전체,201608,1.31,101.15,100.8,32.5
2648.0,대전,전용면적 60㎡이하,201608,1.31,101.15,100.8,32.5
2547.0,대전,전용면적 60㎡초과 85㎡이하,201608,1.31,101.15,100.8,32.5
2976.0,울산,전체,201608,1.31,101.15,100.8,32.5
2557.0,울산,전용면적 60㎡이하,201608,1.31,101.15,100.8,32.5
2990.0,울산,전용면적 60㎡초과 85㎡이하,201608,1.31,101.15,100.8,32.5
2663.0,울산,전용면적 85㎡초과 102㎡이하,201608,1.31,101.15,100.8,32.5
2967.0,울산,전용면적 102㎡초과,201608,1.31,101.15,100.8,32.5
2694.0,세종,전체,201608,1.31,101.15,100.8,32.5
2715.0,세종,전용면적 60㎡이하,201608,1.31,101.15,100.8,32.5
2735.0,세종,전용면적 60㎡초과 85㎡이하,201608,1.31,101.15,100.8,32.5
2664.0,세종,전용면적 85㎡초과 102㎡이하,201608,1.31,101.15,100.8,32.5
2585.0,세종,전용면적 102㎡초과,201608,1.31,101.15,100.8,32.5
2098.0,강원,전체,201608,1.31,101.15,100.8,32.5
2073.0,강원,전용면적 60㎡이하,201608,1.31,101.15,100.8,32.5
2132.0,강원,전용면적 60㎡초과 85㎡이하,201608,1.31,101.15,100.8,32.5
2402.0,강원,전용면적 102㎡초과,201608,1.31,101.15,100.8,32.5
2124.0,충북,전체,201608,1.31,101.15,100.8,32.5
2044.0,충북,전용면적 60㎡이하,201608,1.31,101.15,100.8,32.5
2149.0,충북,전용면적 60㎡초과 85㎡이하,201608,1.31,101.15,100.8,32.5
2321.0,충북,전용면적 85㎡초과 102㎡이하,201608,1.31,101.15,100.8,32.5
2243.0,충북,전용면적 102㎡초과,201608,1.31,101.15,100.8,32.5
2235.0,충남,전체,201608,1.31,101.15,100.8,32.5
2328.0,충남,전용면적 60㎡이하,201608,1.31,101.15,100.8,32.5
2225.0,충남,전용면적 60㎡초과 85㎡이하,201608,1.31,101.15,100.8,32.5
2614.0,충남,전용면적 85㎡초과 102㎡이하,201608,1.31,101.15,100.8,32.5
2765.0,충남,전용면적 102㎡초과,201608,1.31,101.15,100.8,32.5
1929.0,전북,전체,201608,1.31,101.15,100.8,32.5
1929.0,전북,전용면적 60㎡이하,201608,1.31,101.15,100.8,32.5
1936.0,전북,전용면적 60㎡초과 85㎡이하,201608,1.31,101.15,100.8,32.5
2290.0,전북,전용면적 85㎡초과 102㎡이하,201608,1.31,101.15,100.8,32.5
2323.0,전북,전용면적 102㎡초과,201608,1.31,101.15,100.8,32.5
1966.0,전남,전체,201608,1.31,101.15,100.8,32.5
1989.0,전남,전용면적 60㎡이하,201608,1.31,101.15,100.8,32.5
1963.0,전남,전용면적 60㎡초과 85㎡이하,201608,1.31,101.15,100.8,32.5
2364.0,전남,전용면적 85㎡초과 102㎡이하,201608,1.31,101.15,100.8,32.5
2264.0,전남,전용면적 102㎡초과,201608,1.31,101.15,100.8,32.5
2238.0,경북,전체,201608,1.31,101.15,100.8,32.5
2106.0,경북,전용면적 60㎡이하,201608,1.31,101.15,100.8,32.5
2248.0,경북,전용면적 60㎡초과 85㎡이하,201608,1.31,101.15,100.8,32.5
2630.0,경북,전용면적 85㎡초과 102㎡이하,201608,1.31,101.15,100.8,32.5
2576.0,경북,전용면적 102㎡초과,201608,1.31,101.15,100.8,32.5
2384.0,경남,전체,201608,1.31,101.15,100.8,32.5
2432.0,경남,전용면적 60㎡이하,201608,1.31,101.15,100.8,32.5
2381.0,경남,전용면적 60㎡초과 85㎡이하,201608,1.31,101.15,100.8,32.5
3028.0,경남,전용면적 85㎡초과 102㎡이하,201608,1.31,101.15,100.8,32.5
2759.0,경남,전용면적 102㎡초과,201608,1.31,101.15,100.8,32.5
2878.0,제주,전체,201608,1.31,101.15,100.8,32.5
2853.0,제주,전용면적 60㎡이하,201608,1.31,101.15,100.8,32.5
2768.0,제주,전용면적 60㎡초과 85㎡이하,201608,1.31,101.15,100.8,32.5
3107.0,제주,전용면적 85㎡초과 102㎡이하,201608,1.31,101.15,100.8,32.5
2605.0,제주,전용면적 102㎡초과,201608,1.31,101.15,100.8,32.5
6283.0,서울,전체,201609,1.35,101.72,101.8,12.75
6565.0,서울,전용면적 60㎡이하,201609,1.35,101.72,101.8,12.75
6412.0,서울,전용면적 60㎡초과 85㎡이하,201609,1.35,101.72,101.8,12.75
7415.0,서울,전용면적 85㎡초과 102㎡이하,201609,1.35,101.72,101.8,12.75
6571.0,서울,전용면적 102㎡초과,201609,1.35,101.72,101.8,12.75
3168.0,인천,전체,201609,1.35,101.72,101.8,12.75
3002.0,인천,전용면적 60㎡이하,201609,1.35,101.72,101.8,12.75
3121.0,인천,전용면적 60㎡초과 85㎡이하,201609,1.35,101.72,101.8,12.75
3366.0,인천,전용면적 85㎡초과 102㎡이하,201609,1.35,101.72,101.8,12.75
3632.0,인천,전용면적 102㎡초과,201609,1.35,101.72,101.8,12.75
3360.0,경기,전체,201609,1.35,101.72,101.8,12.75
3444.0,경기,전용면적 60㎡이하,201609,1.35,101.72,101.8,12.75
3316.0,경기,전용면적 60㎡초과 85㎡이하,201609,1.35,101.72,101.8,12.75
3280.0,경기,전용면적 85㎡초과 102㎡이하,201609,1.35,101.72,101.8,12.75
4079.0,경기,전용면적 102㎡초과,201609,1.35,101.72,101.8,12.75
3200.0,부산,전체,201609,1.35,101.72,101.8,12.75
3047.0,부산,전용면적 60㎡이하,201609,1.35,101.72,101.8,12.75
3107.0,부산,전용면적 60㎡초과 85㎡이하,201609,1.35,101.72,101.8,12.75
3383.0,부산,전용면적 85㎡초과 102㎡이하,201609,1.35,101.72,101.8,12.75
3874.0,부산,전용면적 102㎡초과,201609,1.35,101.72,101.8,12.75
3147.0,대구,전체,201609,1.35,101.72,101.8,12.75
3182.0,대구,전용면적 60㎡이하,201609,1.35,101.72,101.8,12.75
3154.0,대구,전용면적 60㎡초과 85㎡이하,201609,1.35,101.72,101.8,12.75
3045.0,대구,전용면적 85㎡초과 102㎡이하,201609,1.35,101.72,101.8,12.75
3045.0,대구,전용면적 102㎡초과,201609,1.35,101.72,101.8,12.75
2721.0,광주,전체,201609,1.35,101.72,101.8,12.75
2567.0,광주,전용면적 60㎡이하,201609,1.35,101.72,101.8,12.75
2724.0,광주,전용면적 60㎡초과 85㎡이하,201609,1.35,101.72,101.8,12.75
2754.0,광주,전용면적 85㎡초과 102㎡이하,201609,1.35,101.72,101.8,12.75
3087.0,광주,전용면적 102㎡초과,201609,1.35,101.72,101.8,12.75
2517.0,대전,전체,201609,1.35,101.72,101.8,12.75
2602.0,대전,전용면적 60㎡이하,201609,1.35,101.72,101.8,12.75
2492.0,대전,전용면적 60㎡초과 85㎡이하,201609,1.35,101.72,101.8,12.75
2976.0,울산,전체,201609,1.35,101.72,101.8,12.75
2557.0,울산,전용면적 60㎡이하,201609,1.35,101.72,101.8,12.75
2990.0,울산,전용면적 60㎡초과 85㎡이하,201609,1.35,101.72,101.8,12.75
2663.0,울산,전용면적 85㎡초과 102㎡이하,201609,1.35,101.72,101.8,12.75
2967.0,울산,전용면적 102㎡초과,201609,1.35,101.72,101.8,12.75
2689.0,세종,전체,201609,1.35,101.72,101.8,12.75
2698.0,세종,전용면적 60㎡이하,201609,1.35,101.72,101.8,12.75
2738.0,세종,전용면적 60㎡초과 85㎡이하,201609,1.35,101.72,101.8,12.75
2665.0,세종,전용면적 85㎡초과 102㎡이하,201609,1.35,101.72,101.8,12.75
2638.0,세종,전용면적 102㎡초과,201609,1.35,101.72,101.8,12.75
2100.0,강원,전체,201609,1.35,101.72,101.8,12.75
2075.0,강원,전용면적 60㎡이하,201609,1.35,101.72,101.8,12.75
2135.0,강원,전용면적 60㎡초과 85㎡이하,201609,1.35,101.72,101.8,12.75
2380.0,강원,전용면적 102㎡초과,201609,1.35,101.72,101.8,12.75
2125.0,충북,전체,201609,1.35,101.72,101.8,12.75
2044.0,충북,전용면적 60㎡이하,201609,1.35,101.72,101.8,12.75
2153.0,충북,전용면적 60㎡초과 85㎡이하,201609,1.35,101.72,101.8,12.75
2321.0,충북,전용면적 85㎡초과 102㎡이하,201609,1.35,101.72,101.8,12.75
2243.0,충북,전용면적 102㎡초과,201609,1.35,101.72,101.8,12.75
2236.0,충남,전체,201609,1.35,101.72,101.8,12.75
2328.0,충남,전용면적 60㎡이하,201609,1.35,101.72,101.8,12.75
2225.0,충남,전용면적 60㎡초과 85㎡이하,201609,1.35,101.72,101.8,12.75
2614.0,충남,전용면적 85㎡초과 102㎡이하,201609,1.35,101.72,101.8,12.75
2765.0,충남,전용면적 102㎡초과,201609,1.35,101.72,101.8,12.75
1925.0,전북,전체,201609,1.35,101.72,101.8,12.75
1935.0,전북,전용면적 60㎡이하,201609,1.35,101.72,101.8,12.75
1930.0,전북,전용면적 60㎡초과 85㎡이하,201609,1.35,101.72,101.8,12.75
2297.0,전북,전용면적 85㎡초과 102㎡이하,201609,1.35,101.72,101.8,12.75
2323.0,전북,전용면적 102㎡초과,201609,1.35,101.72,101.8,12.75
1972.0,전남,전체,201609,1.35,101.72,101.8,12.75
1997.0,전남,전용면적 60㎡이하,201609,1.35,101.72,101.8,12.75
1966.0,전남,전용면적 60㎡초과 85㎡이하,201609,1.35,101.72,101.8,12.75
2364.0,전남,전용면적 85㎡초과 102㎡이하,201609,1.35,101.72,101.8,12.75
2264.0,전남,전용면적 102㎡초과,201609,1.35,101.72,101.8,12.75
2251.0,경북,전체,201609,1.35,101.72,101.8,12.75
2118.0,경북,전용면적 60㎡이하,201609,1.35,101.72,101.8,12.75
2263.0,경북,전용면적 60㎡초과 85㎡이하,201609,1.35,101.72,101.8,12.75
2630.0,경북,전용면적 85㎡초과 102㎡이하,201609,1.35,101.72,101.8,12.75
2550.0,경북,전용면적 102㎡초과,201609,1.35,101.72,101.8,12.75
2391.0,경남,전체,201609,1.35,101.72,101.8,12.75
2429.0,경남,전용면적 60㎡이하,201609,1.35,101.72,101.8,12.75
2387.0,경남,전용면적 60㎡초과 85㎡이하,201609,1.35,101.72,101.8,12.75
2844.0,경남,전용면적 85㎡초과 102㎡이하,201609,1.35,101.72,101.8,12.75
2736.0,경남,전용면적 102㎡초과,201609,1.35,101.72,101.8,12.75
3083.0,제주,전체,201609,1.35,101.72,101.8,12.75
4091.0,제주,전용면적 60㎡이하,201609,1.35,101.72,101.8,12.75
2994.0,제주,전용면적 60㎡초과 85㎡이하,201609,1.35,101.72,101.8,12.75
3157.0,제주,전용면적 85㎡초과 102㎡이하,201609,1.35,101.72,101.8,12.75
3082.0,제주,전용면적 102㎡초과,201609,1.35,101.72,101.8,12.75
6400.0,서울,전체,201610,1.41,101.86,104.3,25.2
6661.0,서울,전용면적 60㎡이하,201610,1.41,101.86,104.3,25.2
6537.0,서울,전용면적 60㎡초과 85㎡이하,201610,1.41,101.86,104.3,25.2
7400.0,서울,전용면적 85㎡초과 102㎡이하,201610,1.41,101.86,104.3,25.2
7241.0,서울,전용면적 102㎡초과,201610,1.41,101.86,104.3,25.2
3198.0,인천,전체,201610,1.41,101.86,104.3,25.2
3041.0,인천,전용면적 60㎡이하,201610,1.41,101.86,104.3,25.2
3153.0,인천,전용면적 60㎡초과 85㎡이하,201610,1.41,101.86,104.3,25.2
3311.0,인천,전용면적 85㎡초과 102㎡이하,201610,1.41,101.86,104.3,25.2
4201.0,인천,전용면적 102㎡초과,201610,1.41,101.86,104.3,25.2
3431.0,경기,전체,201610,1.41,101.86,104.3,25.2
3508.0,경기,전용면적 60㎡이하,201610,1.41,101.86,104.3,25.2
3389.0,경기,전용면적 60㎡초과 85㎡이하,201610,1.41,101.86,104.3,25.2
3305.0,경기,전용면적 85㎡초과 102㎡이하,201610,1.41,101.86,104.3,25.2
4219.0,경기,전용면적 102㎡초과,201610,1.41,101.86,104.3,25.2
3097.0,부산,전체,201610,1.41,101.86,104.3,25.2
3070.0,부산,전용면적 60㎡이하,201610,1.41,101.86,104.3,25.2
3087.0,부산,전용면적 60㎡초과 85㎡이하,201610,1.41,101.86,104.3,25.2
3395.0,부산,전용면적 85㎡초과 102㎡이하,201610,1.41,101.86,104.3,25.2
3840.0,부산,전용면적 102㎡초과,201610,1.41,101.86,104.3,25.2
3147.0,대구,전체,201610,1.41,101.86,104.3,25.2
3182.0,대구,전용면적 60㎡이하,201610,1.41,101.86,104.3,25.2
3154.0,대구,전용면적 60㎡초과 85㎡이하,201610,1.41,101.86,104.3,25.2
3045.0,대구,전용면적 85㎡초과 102㎡이하,201610,1.41,101.86,104.3,25.2
3045.0,대구,전용면적 102㎡초과,201610,1.41,101.86,104.3,25.2
2725.0,광주,전체,201610,1.41,101.86,104.3,25.2
2568.0,광주,전용면적 60㎡이하,201610,1.41,101.86,104.3,25.2
2728.0,광주,전용면적 60㎡초과 85㎡이하,201610,1.41,101.86,104.3,25.2
2754.0,광주,전용면적 85㎡초과 102㎡이하,201610,1.41,101.86,104.3,25.2
3087.0,광주,전용면적 102㎡초과,201610,1.41,101.86,104.3,25.2
3066.0,대전,전체,201610,1.41,101.86,104.3,25.2
3013.0,대전,전용면적 60㎡이하,201610,1.41,101.86,104.3,25.2
3072.0,대전,전용면적 60㎡초과 85㎡이하,201610,1.41,101.86,104.3,25.2
2600.0,대전,전용면적 85㎡초과 102㎡이하,201610,1.41,101.86,104.3,25.2
4328.0,대전,전용면적 102㎡초과,201610,1.41,101.86,104.3,25.2
3205.0,울산,전체,201610,1.41,101.86,104.3,25.2
2557.0,울산,전용면적 60㎡이하,201610,1.41,101.86,104.3,25.2
3223.0,울산,전용면적 60㎡초과 85㎡이하,201610,1.41,101.86,104.3,25.2
2663.0,울산,전용면적 85㎡초과 102㎡이하,201610,1.41,101.86,104.3,25.2
3033.0,울산,전용면적 102㎡초과,201610,1.41,101.86,104.3,25.2
2700.0,세종,전체,201610,1.41,101.86,104.3,25.2
2778.0,세종,전용면적 60㎡이하,201610,1.41,101.86,104.3,25.2
2709.0,세종,전용면적 60㎡초과 85㎡이하,201610,1.41,101.86,104.3,25.2
2687.0,세종,전용면적 85㎡초과 102㎡이하,201610,1.41,101.86,104.3,25.2
2651.0,세종,전용면적 102㎡초과,201610,1.41,101.86,104.3,25.2
2137.0,강원,전체,201610,1.41,101.86,104.3,25.2
2111.0,강원,전용면적 60㎡이하,201610,1.41,101.86,104.3,25.2
2138.0,강원,전용면적 60㎡초과 85㎡이하,201610,1.41,101.86,104.3,25.2
2031.0,강원,전용면적 85㎡초과 102㎡이하,201610,1.41,101.86,104.3,25.2
2191.0,강원,전용면적 102㎡초과,201610,1.41,101.86,104.3,25.2
2098.0,충북,전체,201610,1.41,101.86,104.3,25.2
2078.0,충북,전용면적 60㎡이하,201610,1.41,101.86,104.3,25.2
2169.0,충북,전용면적 60㎡초과 85㎡이하,201610,1.41,101.86,104.3,25.2
2684.0,충북,전용면적 85㎡초과 102㎡이하,201610,1.41,101.86,104.3,25.2
2247.0,충북,전용면적 102㎡초과,201610,1.41,101.86,104.3,25.2
2247.0,충남,전체,201610,1.41,101.86,104.3,25.2
2290.0,충남,전용면적 60㎡이하,201610,1.41,101.86,104.3,25.2
2243.0,충남,전용면적 60㎡초과 85㎡이하,201610,1.41,101.86,104.3,25.2
2614.0,충남,전용면적 85㎡초과 102㎡이하,201610,1.41,101.86,104.3,25.2
2765.0,충남,전용면적 102㎡초과,201610,1.41,101.86,104.3,25.2
1927.0,전북,전체,201610,1.41,101.86,104.3,25.2
1942.0,전북,전용면적 60㎡이하,201610,1.41,101.86,104.3,25.2
1933.0,전북,전용면적 60㎡초과 85㎡이하,201610,1.41,101.86,104.3,25.2
2305.0,전북,전용면적 85㎡초과 102㎡이하,201610,1.41,101.86,104.3,25.2
2324.0,전북,전용면적 102㎡초과,201610,1.41,101.86,104.3,25.2
1982.0,전남,전체,201610,1.41,101.86,104.3,25.2
2058.0,전남,전용면적 60㎡이하,201610,1.41,101.86,104.3,25.2
1984.0,전남,전용면적 60㎡초과 85㎡이하,201610,1.41,101.86,104.3,25.2
2467.0,전남,전용면적 85㎡초과 102㎡이하,201610,1.41,101.86,104.3,25.2
2157.0,전남,전용면적 102㎡초과,201610,1.41,101.86,104.3,25.2
2294.0,경북,전체,201610,1.41,101.86,104.3,25.2
2277.0,경북,전용면적 60㎡이하,201610,1.41,101.86,104.3,25.2
2302.0,경북,전용면적 60㎡초과 85㎡이하,201610,1.41,101.86,104.3,25.2
2653.0,경북,전용면적 85㎡초과 102㎡이하,201610,1.41,101.86,104.3,25.2
2544.0,경북,전용면적 102㎡초과,201610,1.41,101.86,104.3,25.2
2412.0,경남,전체,201610,1.41,101.86,104.3,25.2
2495.0,경남,전용면적 60㎡이하,201610,1.41,101.86,104.3,25.2
2406.0,경남,전용면적 60㎡초과 85㎡이하,201610,1.41,101.86,104.3,25.2
2870.0,경남,전용면적 85㎡초과 102㎡이하,201610,1.41,101.86,104.3,25.2
2638.0,경남,전용면적 102㎡초과,201610,1.41,101.86,104.3,25.2
3083.0,제주,전체,201610,1.41,101.86,104.3,25.2
4091.0,제주,전용면적 60㎡이하,201610,1.41,101.86,104.3,25.2
2994.0,제주,전용면적 60㎡초과 85㎡이하,201610,1.41,101.86,104.3,25.2
3157.0,제주,전용면적 85㎡초과 102㎡이하,201610,1.41,101.86,104.3,25.2
3082.0,제주,전용면적 102㎡초과,201610,1.41,101.86,104.3,25.2
6370.0,서울,전체,201611,1.51,101.73,106.3,34.0
6695.0,서울,전용면적 60㎡이하,201611,1.51,101.73,106.3,34.0
6508.0,서울,전용면적 60㎡초과 85㎡이하,201611,1.51,101.73,106.3,34.0
6749.0,서울,전용면적 85㎡초과 102㎡이하,201611,1.51,101.73,106.3,34.0
6350.0,서울,전용면적 102㎡초과,201611,1.51,101.73,106.3,34.0
3151.0,인천,전체,201611,1.51,101.73,106.3,34.0
3121.0,인천,전용면적 60㎡이하,201611,1.51,101.73,106.3,34.0
3153.0,인천,전용면적 60㎡초과 85㎡이하,201611,1.51,101.73,106.3,34.0
3311.0,인천,전용면적 85㎡초과 102㎡이하,201611,1.51,101.73,106.3,34.0
4201.0,인천,전용면적 102㎡초과,201611,1.51,101.73,106.3,34.0
3546.0,경기,전체,201611,1.51,101.73,106.3,34.0
3650.0,경기,전용면적 60㎡이하,201611,1.51,101.73,106.3,34.0
3497.0,경기,전용면적 60㎡초과 85㎡이하,201611,1.51,101.73,106.3,34.0
3439.0,경기,전용면적 85㎡초과 102㎡이하,201611,1.51,101.73,106.3,34.0
4230.0,경기,전용면적 102㎡초과,201611,1.51,101.73,106.3,34.0
3083.0,부산,전체,201611,1.51,101.73,106.3,34.0
3039.0,부산,전용면적 60㎡이하,201611,1.51,101.73,106.3,34.0
3070.0,부산,전용면적 60㎡초과 85㎡이하,201611,1.51,101.73,106.3,34.0
3395.0,부산,전용면적 85㎡초과 102㎡이하,201611,1.51,101.73,106.3,34.0
3840.0,부산,전용면적 102㎡초과,201611,1.51,101.73,106.3,34.0
3109.0,대구,전체,201611,1.51,101.73,106.3,34.0
3182.0,대구,전용면적 60㎡이하,201611,1.51,101.73,106.3,34.0
3114.0,대구,전용면적 60㎡초과 85㎡이하,201611,1.51,101.73,106.3,34.0
3045.0,대구,전용면적 85㎡초과 102㎡이하,201611,1.51,101.73,106.3,34.0
5014.0,대구,전용면적 102㎡초과,201611,1.51,101.73,106.3,34.0
2775.0,광주,전체,201611,1.51,101.73,106.3,34.0
2559.0,광주,전용면적 60㎡이하,201611,1.51,101.73,106.3,34.0
2784.0,광주,전용면적 60㎡초과 85㎡이하,201611,1.51,101.73,106.3,34.0
2817.0,광주,전용면적 85㎡초과 102㎡이하,201611,1.51,101.73,106.3,34.0
3273.0,광주,전용면적 102㎡초과,201611,1.51,101.73,106.3,34.0
2685.0,대전,전체,201611,1.51,101.73,106.3,34.0
2671.0,대전,전용면적 60㎡이하,201611,1.51,101.73,106.3,34.0
2660.0,대전,전용면적 60㎡초과 85㎡이하,201611,1.51,101.73,106.3,34.0
2600.0,대전,전용면적 85㎡초과 102㎡이하,201611,1.51,101.73,106.3,34.0
4328.0,대전,전용면적 102㎡초과,201611,1.51,101.73,106.3,34.0
3260.0,울산,전체,201611,1.51,101.73,106.3,34.0
2842.0,울산,전용면적 60㎡이하,201611,1.51,101.73,106.3,34.0
3274.0,울산,전용면적 60㎡초과 85㎡이하,201611,1.51,101.73,106.3,34.0
3195.0,울산,전용면적 102㎡초과,201611,1.51,101.73,106.3,34.0
2702.0,세종,전체,201611,1.51,101.73,106.3,34.0
2778.0,세종,전용면적 60㎡이하,201611,1.51,101.73,106.3,34.0
2709.0,세종,전용면적 60㎡초과 85㎡이하,201611,1.51,101.73,106.3,34.0
2687.0,세종,전용면적 85㎡초과 102㎡이하,201611,1.51,101.73,106.3,34.0
2670.0,세종,전용면적 102㎡초과,201611,1.51,101.73,106.3,34.0
2071.0,강원,전체,201611,1.51,101.73,106.3,34.0
2017.0,강원,전용면적 60㎡이하,201611,1.51,101.73,106.3,34.0
2073.0,강원,전용면적 60㎡초과 85㎡이하,201611,1.51,101.73,106.3,34.0
2031.0,강원,전용면적 85㎡초과 102㎡이하,201611,1.51,101.73,106.3,34.0
2191.0,강원,전용면적 102㎡초과,201611,1.51,101.73,106.3,34.0
2125.0,충북,전체,201611,1.51,101.73,106.3,34.0
2082.0,충북,전용면적 60㎡이하,201611,1.51,101.73,106.3,34.0
2144.0,충북,전용면적 60㎡초과 85㎡이하,201611,1.51,101.73,106.3,34.0
2711.0,충북,전용면적 85㎡초과 102㎡이하,201611,1.51,101.73,106.3,34.0
2221.0,충북,전용면적 102㎡초과,201611,1.51,101.73,106.3,34.0
2277.0,충남,전체,201611,1.51,101.73,106.3,34.0
2322.0,충남,전용면적 60㎡이하,201611,1.51,101.73,106.3,34.0
2278.0,충남,전용면적 60㎡초과 85㎡이하,201611,1.51,101.73,106.3,34.0
2926.0,충남,전용면적 85㎡초과 102㎡이하,201611,1.51,101.73,106.3,34.0
2685.0,충남,전용면적 102㎡초과,201611,1.51,101.73,106.3,34.0
1928.0,전북,전체,201611,1.51,101.73,106.3,34.0
1942.0,전북,전용면적 60㎡이하,201611,1.51,101.73,106.3,34.0
1934.0,전북,전용면적 60㎡초과 85㎡이하,201611,1.51,101.73,106.3,34.0
